company,description,location,position,reviews,City,State
Kesarweb,"Dash Technologies Inc is currently seeking a Data Scientist for their client base.

Work Environment

Dash Technologies Inc offers a fast-paced and exciting work environment where you will be learning alongside talented staff doing the best work of their careers. You will have the ability to work with like-minded subject matter experts.

Responsibilities

Responsible for the end-to-end architecture of Data Science and Natural Language Processing (NLP) solution, including its assembly and integration into client s IT architecture. Responsible for the management and mitigation of technical risks, ensuring that the solution services can be realistically delivered by the underlying technology components. The ideal candidate should be experienced in architecting highly scalable end-to-end data science platforms.

Required Skills

Experience working with senior decision makers Strong communication/interpersonal skills Proven analytical background Advanced Excel skills Should have the ability to work and consult with colleagues as well as individually; have the ability to consult and communicate closely with management/supervisor of Dash Technologies Inc.

Before you apply -

This is a FULL-TIME position. No freelancer or part-time applicants will be considered.

Applicant must be authorized to work in the USA.

The Company is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.

For more information you can reach me on following email id:

About Dash Technologies Inc:

Dash Technologies Inc is a leading IT service provider in US. We carry more than 9 years of experience delivering IT services to US clients. We have provided services to 300+ top US clients and has grown into a reliable software development partner for Fortune Companies.- provided by Dice","Columbus, OH",data scientist,0,Columbus, OH
Riverside Research Institute,"
Returning Candidate? Log back in to the Career Portal and click on 'Job Browsing/History' and find the job you're looking for.
 2019-126-INT: Machine Learning Engineer


 Directorate Intelligence & Defense Solutions  Location Wright-Patterson AFB, OH  Riverside Research’s Intelligence and Defense Solutions Directorate is seeking a full-time Machine Learning Engineer to support a cross-functional team of artificial intelligence/machine learning (AI/ML) practitioner’s prototyping and implementing solutions for enduring customer challenges at the National Air and Space Intelligence Center (NASIC) Wright-Patterson AFB, Ohio.

All Riverside Research opportunities require U.S. citizenship.

HIRES WITH AN ACTIVE TOP SECRET (TS) CLEARANCE ARE ELIGIBLE FOR A $5,000 SIGN-ON BONUS.


Job Responsibilities: • Assess customer systems and processes for application of machine learning / artificial intelligence technologies to support their needs



Create and prototype machine learning approaches to demonstrate efficacy
Coordinate with external agencies and research partners on emerging methods and technologies for the application of AI/ML
Communicate advanced AI/ML concepts to senior leadership to facilitate decision making
Perform basic and applied research in applying ML solutions to complex problems and datasets; document and present research results and the status of ongoing or emerging projects
Participate in a multi-disciplinary, experienced, energetic team on a rapid development schedule
Other duties as assigned
Qualifications: • Bachelor’s degree in computer science, engineering, or related technical field with specialization in artificial intelligence and/or machine learning with 5 years relevant experience



Top Secret clearance
High degree of proficiency with programming languages and software packages related to the development of artificial intelligence and machine learning algorithms
Strong communication skills (written and verbal)
Self-motivated, independent, detail oriented, responsible team player

Desired Qualifications:

Doctorate or Master’s degree in computer science, engineering, or related technical field with specialization in artificial intelligence/machine learning or other technical related field
Experience working with or in support of Department of Defense (DoD) or intelligence community (IC) organizations
Software development experience with AI/ML applications to include design, develops, test, and deploy.
Experience with one or more of the following: GPU/parallel processing (i.e. CUDA), classification, pattern recognition, anomaly detection, pose estimation, or similar.
  Riverside Research strives to be one of America’s premier providers of independent, trusted technical and scientific expertise. As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our DoD and Intelligence Community (IC) customers continue delivery of world class programs. As a not-for-profit, technology-oriented Defense Company, we believe service to customers and support of our staff is our mission. Our goal is to serve as a destination company by providing an industry-leading, positive, and rewarding employee experience for all who join us. We aspire to be a valued partner to our customers and to earn their trust through our unwavering commitment to achieve timely, innovative, cost-effective and mission-focused solutions.

All positions at Riverside Research are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.

 Apply Now","Wright Patterson AFB, OH",controls engineer,0,Wright Patterson AFB, OH
Gravity Infosolutions,"Job description:

Do you love discovering insights that drive business value, and transform how work is done? Are you creative, ambitious, and enjoy teaching others about how data science can significantly improve their decision-making?

Your analytic skills are the foundation of this role. The ability to mine mountains of data, derive actionable insights, and then translate those insights into business improving action is essential in our work. You will need to be the primary evangelist to the business for the power of predictive analysis and develop business cases to illustrate the potential for change in decision-making that occurs when you begin to anticipate what will happen, versus just reflecting on what has occurred.

Your Qualifications:

Our leaders are pursuing or have graduated with a Ph.D. in Statistics, Applied Mathematics, Economics, Computer Science, Data Science, Business Analytics, Operation Research, Software Development, or a similar quantitative field. Able to do hands-on mathematical algorithm development as well as programming.

If you are a good fit for the Data Scientist Ph.D. position, you will have:

Demonstrated leadership in applying and scaling Analytic techniques to be used at an enterprise level.

Strong written and verbal communication skills to influence others to take action

Demonstrated ability to handle multiple priorities

Comfortable working with diverse business scenarios and possessing strong thinking/problem-solving skills that can be applied to business processes with a ""can-do"" attitude

Strong enthusiasm and curiosity about the intersection of business and technology

Preferred Specialties/Area of Research:

Bayesian Analysis, Bayesian Decision Theory

Probabilistic Modeling and Computation

Machine Learning, including Deep Learning

Uncertainty Quantification

Optimization (global, local, stochastic methods)

Dynamic (state-space) Models (Kalman Filter, Data Assimilation)

Experimental Design

Model Reduction, Dimensionality Reduction

Preferred Experience with Analytical Tools/Applications:

Unix/Linux

Big Data Ecosystem: Hadoop, Spark, MapReduce, SQL, Hiv

Scientific Computing: R, Python, C++, Java, Scala,

High-Performance Parallel and Distributing Computing

Deep Learning frameworks: Keras, Tensorflow

Data Visualization

Data Management Systems

Business Intelligence tools: such as KNIME, Tableau

Industry experience in CPG, Retail preferred. Ability to work across granular retail sales data sets, loyalty/promotional data types also preferred.","Cincinnati, OH",data scientist,0,Cincinnati, OH
Ettain Group," Job Title:  Data Analyst

Location: Cincinnati, OH

 Industry:  Retail

 Terms:  Contract

 Requirements:  R, SQL, Excel, Data Analysis

Data Analyst Job Summary  :

Gathering, summarizing, and analyzing data that the team deems necessary. Identify and communicate any data related issues/recommendations to the team, so they can quickly develop a resolution.

Data Analyst Job Responsibilities:

 Pull and summarize data from corporate/division systems as needed  Perform selected/required key analysis as needed  Maintain store and department-level database  Develop and maintain store and department savings estimate model and database  Identify and communicate any data-related issues and recommendations to the business owner, assistant process change manager, senior process specialist and the team  Create processes that sustain continuous improvement  Perform selected/required key analysis as needed

 Data Analyst Job Requirements:

 Sequel experience and R experience  1+ years of analytical experience  Data Analysis  Creative and alert to new ways of approaching tasks  Ability to collaborate with committees to get desired results  Strong analytical skills  Highly organized and proficient at multi-tasking  Advanced proficiency in Microsoft Office  Strong knowledge of information retrieval programs (Focus, Business Objects)  Strong written and oral communication skills  Knowledge summarizing observations  Strong knowledge of financial statements and information retrieval programs (Focus, Business Objects)

Data Analyst Words  :


 R, SQL, Excel, Data Analysis  Java, SQL, etc.

 Frequently Asked Questions:

 Benefits?  Yes, provided by ettain group  Remote Workers?  Not eligible, must work onsite with the team  Visa Sponsorship?  Not offered  Corp-to-Corp?  Yes, C2C candidates are being considered

 How to Apply:

For immediate attention please apply online and send a text message for Emily Neale at 704-945-9996

 ettain group  is a talent solutions company dedicated to matching people with the most relevant employment opportunities in IT, healthcare IT and the digital creative space. Top employers and highly skilled talent throughout the U.S. select ettain group for a better recruitment experience. Our culture empowers teams with the flexibility to deliver a superior candidate experience and client experience using market intelligence. We recruit resources, own projects and manage programs to offer a wide range of IT development and talent solutions to our clients and candidates. To learn more about ettain group visit www.ettaingroup.com . To explore more job opportunities with ettain group, visit www.ettaingroup.com/job-board.aspx - provided by Dice","Cincinnati, OH",data analyst,0,Cincinnati, OH
Techlink Systems,"Job DescriptionWe are seeking a Data Analyst to become an integral part of our team! You will analyze data to understand business and market trends in order to increase company revenue and efficiency.

FULL TIME, PERMANENT

Responsibilities:

Set and achieve high standards and goals for the IT/Finance TeamMaintain manual upload responsibilities such as setting-up and mass loading product information in ERP system i.e. items, bill of materials, routes, price files, export controls.Responsible for user acceptance testing (UAT) of new report builds and automations. Define, create and maintain work instruction documentationResponsible for improving operation efficiency and effectiveness through development and deployment of technology solutions. Maintain a positive can-do attitude that produces a great energy for personal/group success

Qualifications:

3 years of experience working as a Business/Data Analyst in Finance and Operations3 years of experience working in Business Intelligence and/or ERP SystemsExperience with Tableau, NDS, MS Access, SQL, Business Objects or other reporting and visualization tools.Experience with ERP/MRP systems such as NDS, Oracle, SAP and/or PeopleSoftBasic AS400 query buildingBachelor’s degree in information systems or related discipline.Oracle database and PL/SQL training preferred.Strong quantitative and analytics capabilitiesEffective written and oral communications skillsOrganized and deadline focusedWorks well with cross functional teams to drive solutions through understanding of company products, process and organization.

Company DescriptionTechLink Systems is a privately held IT Consulting Firm that provides Consulting Services to organizations nationwide. TechLink Systems is a certified MWOBE and has been in business since 1998. Our network spans all major U.S. metropolitan areas touched by major sectors such as entertainment and leisure, finance, industry and government, health sciences, and information technology. Whether you are a client seeking IT services and support or a candidate searching for new opportunities, TechLink System's outstanding customer service and dedication will exceed your expectations in the marketplace! TechLink has 6 regional offices located in San Francisco, Los Angeles, New York City, Philadelphia, Manila, and Bangalore.

http://www.techlinksystems.com/

Awards:

Ranked Top 500 Asian-Owned & Asian Pacific American-Owned Businesses in the US -Ranked Top 100 Diversity-Owned & Privately-Owned Businesses in California -Ranked INC500 Fastest Growing Private Companies -Ranked Top 100 Largest Women Owned Business San Francisco Business Times -Ranked 50 Largest Minority-Owned Companies San Francisco Business Times - Ranked in Top 100 Woman Owned Business in the US, Diversity Business -Ranked in the Top 10 Minority-Owned Businesses in the Philadelphia Business Journal -Ranked in the Top 50 Woman-Owned Businesses in the 2014 Philadelphia Business Journal
","Archbold, OH",data analyst,0,Archbold, OH
Battelle,"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

We are currently seeking a Data Science Co-op for Spring Semester 2020. This position is located in Columbus, Ohio

The Co-op will support our Advanced Analytics Division. Advanced Analytics provides data management, software development, analytics, machine learning, and statistics across a wide range of research domains. This position will help to develop advanced statistical and analytical solutions for our government and commercial clients.

MAJOR RESPONSIBILITIES

Application of statistical models and machine learning methods

Processing and combining data sets for analysis from diverse sources

Summarizing data for internal and external reports

Critically evaluating data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Recommending and implementing mathematically sound analyses and modeling on diverse data sources

Communicating results in a clear, concise, and effective manner with emphasis on data visualization techniques

Proactively managing expectations and meeting deadlines in a fast-moving, agile environment

Maintaining excellent communication and interacting with co-located team members as well as geographically diverse team members daily

THE FOLLOWING IS REQUIRED

Graduate student in statistics, applied mathematics, computer science, or engineering, specializing in data analysis

Minimum 3.0 GPA or above

Strong course work in statistical, or machine learning theory and methods

Course work or experience demonstrating algorithmic programming and data visualization skills in Python, R, SAS, or MATLAB

Excellent written and oral communication skills

Must be US Person

THE FOLLOWING IS DESIRED

Prior internship or research experience is preferred

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle's Legal Department.

BENEFITS

Battelle is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. For more information about our other openings, please visit www.battelle.org/careers","Columbus, OH",coop data manager,5,Columbus, OH
Ascendum Solutions,"Description:

Ascendum Solutions is looking for a Data Scientist, with strong NLP/NLU/NLG background to develop and maintain the NLP/NLU engine of our AI infrastructure to support several projects and company initiatives.

Required Skills:

Candidate must have

+3 years of experience with NLP/NLU developing models/algorithms and improving its results for extracting intents, entities, topic modeling, user-defined entities, multi-languages, sentiment analysis, emotion analysis, etc. +2 years of experience with Python (Neural Networks, NLTK, Spacy, Tensorflow, LSTM, etc.) Critical thinker and problem-solving skills Team player, good time-management skills Great interpersonal and communication skills.


Additional Preferred Skills:

Linguistics or Statistics is preferred SQL Data Analytics Data Engineering Machine learning Data Visualization Data Modeling

provided by Dice
","Cincinnati, OH",data scientist,5,Cincinnati, OH
Cleveland Clinic,"Job Summary:

The Analytics/Data Scientist should have a wide breadth of abilities to focus on addressing complex business problems. Interns will apply an analytics process for data exploration and mining, to build models, provide guidance and insights to solve problems related to Cleveland Clinic Health System initiatives. Engagement will include solving problems related to contractual terms from a revenue and cost perspective, population health initiatives, care affordability, simulation modeling, forecast modeling, risk modeling, product development risk and/or pricing modeling. These abilities would include knowledge in statistical and machine learning techniques, academic curiosity, and strong communication skills.

Key Job Responsibilities:

Strong interpersonal, oral and written communication and presentation skills;
Ability to communicate complex findings and ideas in plain language
Enjoying discovering and solving problems;
Proactively seeking clarification of requirements and direction; take responsibility when needed;
Being able to work in stressful situation when insights in (new) data sets is required quickly
Ability to work with large data sets
Develop discovery dashboards and reports,
Build clinical and financial algorithms for specific enterprise initiatives,
Ability to apply advanced analytical thinking and methodologies
Produce analytic solutions for leadership and stakeholders across the organization that supports business or clinical initiatives. This includes development, analysis, interpretation and management of a variety of routine to moderately complex report/project requests in support of process improvement, operations, strategy, cost reduction and patient safety and satisfaction.
Apply data analytics to identify potential opportunities for focused investigation.
Analyze data, draw and communicate conclusions through verbal and written communication including tabular and graphical presentation of the data.
Ability to apply advance math concepts and analytic methodologies such as probability and statistical inference analyses.
Gather requirements and program model development under direction of other Data Scientists

Education:

Current college enrollment required. Working towards a Bachelor's Degree in analytics, statistics, actuarial science, economics, computer science, biostatistics, applied mathematics, or related field

Certifications:

None required.

Complexity of Learning Experience:

Can discuss and weigh pros and cons and separate critical issues.
Can make definitive choices, expresses opinions on issues and can explain logical path decisions.

Competencies (Complexity of Work):

Requires critical thinking skills, decisive judgment and the ability to work unsupervised or with minimal supervision.
Strong interpersonal, oral and written communication and presentation skills; complex findings and ideas in plain language
Ability to change direction quickly based on data analysis
Apply data analytics to identify potential opportunities for focused investigation.
A strong business-orientation, able to select the appropriate complex quantitative methodologies in response to specific business goals.
Being able to work in teams towards a shared goal
Ability to work with large, complex data sets
Ethical handling of sensitive data
Innovative and creative outlook

Preferred Work Experience:

Baseline understanding of one or more core skills: finance, statistics, data mining, regression analysis, statistical modeling, forecasting, data visualization, exploratory data analysis, regression analysis, statistical modeling.
Familiarity with a variety of statistical languages/packages, e.g. SAS, R, and Python, etc.
Familiarity with relational databases and/or distributed computing platforms, and their interfaces, such as SQL, Teradata, MapReduce, PIG, and/or Hive.
Familiarity leveraging visualization software and techniques and business intelligence (BI) software.
Familiarity with Microsoft Suite.

Physical Requirements:

Requires full range of body motion including handling/lifting items, manual and finger dexterity and eye-hand coordination.
Requires frequent standing and sitting.
Requires corrected vision and hearing to normal range.

Personal Protective Equipment:

Follows standard precautions using personal protective equipment as required.


The policy of Cleveland Clinic and its system hospitals (Cleveland Clinic) is to provide equal opportunity to all of our employees and applicants for employment in our tobacco free and drug free environment. All offers of employment are followed by testing for controlled substance and nicotine. Job offers will be rescinded for candidates for employment who test positive for nicotine. Candidates for employment who are impacted by Cleveland Clinic's Smoking Policy will be permitted to reapply for open positions after 90 days. Decisions concerning employment, transfers and promotions are made upon the basis of the best qualified candidate without regard to color, race, religion, national origin, age, sex, sexual orientation, marital status, ancestry, status as a disabled or Vietnam era veteran or any other characteristic protected by law. Information provided on this application may be shared with any Cleveland Clinic facility.

Cleveland Clinic is pleased to be an equal employment employer: Women/Minorities/Veterans/Individuals with DisabilitiesSDL2017","Independence, OH",data scientist intern,5,Independence, OH
Nexidia,"As a member of our Customer Success Team and reporting to our Director of Customer Success, you will be responsible for delivering meaningful insights and improvement plans for our customers using our Customer Engagement Analytics Solutions.

Key Responsibilities

• Conduct big data analysis providing deep insights on customer data in POCs and on-going deployments

• Conduct client discovery, to understand the client’s business objectives, alongside industry trends and best practices, and how they connect to NICE solutions

• Create and deliver compelling presentations and expert demonstrations to customers that highlight NICE Customer Journey Solutions (CJS) product functionality that solve customer gaps

• Deliver assigned customers the right improvement plan on Customer Experience

• Maintain high CSAT with current customers

• Drive customers to improve their Key Performance Indicators

• Train customers on our solutions

Education

• Bachelors degree in a business or technology related discipline

• MBA desirable

Key Requirements:

• Minimum 2 years of experience driving improvements in customer experience.

• Experience collaborating with a remote/global team

• Experience in technology industries with particular experience in the customer experience market

• Experience in a consulting firm, customer experience practice is preferred

• Previous work experience in software industry a plus

NICE Systems is an Equal Opportunity/Affirmative Action Employer, M/F/D/V.","Cleveland, OH",analytics consultant,0,Cleveland, OH
The Ohio State University Wexner Medical Center,"
  
 Job Details 
 Job Title Data Analytics Consultant

Job ID 435100
  Location  Shared Services
  Full/Part Time Full-Time
  Department Management Engineering
  Shift 1
  Regular/Temporary Regular

FTE % 100.00
  Salary Range Min $78600.00

Salary Range Max $121830.00
  
 Job Description
  Data Analytics Consultant (Job Opening 435100) - Data Scientist contributes strategic vision and serves as the top-level technical contributor and lead for the most complex and advanced data analytics initiatives. Creates value to organization leadership by compiling and analyzing business data from across clinical, research, educational and operational areas of the Medical Center. Data Science is an enterprise-wide support role and the work involves the application of advanced analytical methods, such as mathematical and simulation modeling, and excellent communication skills in order to identify actionable long-term strategies and implement solutions to complex issues across the medical center.
  Education and Experience
  Education: Master's Degree required in Data Science, Industrial and Systems Engineering, Computer Science, Operations Research, Applied Statistics or Applied Mathematics; PhD desired; a minimum of three (3) years of recent and relevant hands-on healthcare predictive analytic experience required. Solid knowledge in statistics/applied mathematics and computer science leveraged in a healthcare/business setting, including but not limited to discrete event simulation and mathematical modeling. Data acquisition using SQL or some other format. Understanding of relational data base design. Experience with Logic Based Programming languages and tools such as R, Python, SQL, etc. Mathematical Modeling experience.
 
  
  
","Columbus, OH",analytics consultant,5,Columbus, OH
Orthopedic One,"Position Summary: This position is responsible applying quantitative methodologies, techniques and tools to develop desired analytic solutions, reporting to the CEO. Collaborate between multiple functional areas/business units in the problem-solving process. Position requires maintaining strict confidentiality of all data and information as the position will have access to business sensitive or confidential information including patient clinical or financial information.

Responsibilities/Accountabilities:

Reporting and Analysis:

Meets with various leaders requesting reporting to resolve questions about pending report requests and developing appropriate reconciliation/validation for developed reports.

Create new queries and analysis tools, develops databases as needed and acquires data desired.

Effectively translate complex business needs into actionable data modeling exercises.

Develop high quality infrastructure or quantitative analysis tools; normalize data for reporting ease.

Interprets results, identifies trends, and provides key stakeholders, executive leadership, and directors with business insights and performance metrics through the use of data analysis methods and modeling.

Effectively communicates to key stakeholders the results and recommended action items.

Perform analysis on an ad hoc basis as required to support the strategic and operational needs of the leadership team.

Serve as a liaison between analytics and operational departments.

Teamwork:

Works collaboratively with colleagues to support Orthopedic One mission, vision and values.

Shares knowledge and insights with leaders in a constructive manner

Function in a highly matrixed, fast paced, and team-based environment.

Policies and Procedures:

Knows and complies with policies and procedures as enumerated in the Orthopedic One Employee Handbook and policies and procedures documents.

Provides assistance and support to leadership in implementing policies and procedures as necessary.

Actively participates in training, and conducting day to day work activity by adhering to all policies and procedures as enumerated in compliance and risk management programs.

Education, Experience, and Certification/Licensure Required:

Associates or Bachelors Degree in a business or information technology major preferred with a minimum of 2 - 3 years’ experience in an analytics or business intelligence role. Commensurate experience working in healthcare environment performing the duties of this position may be deemed appropriate qualification in lieu of a degree. Demonstrated ability to use various software such as MS Office (Excel, Access, and PowerPoint), and SQL at an advanced level is required. Requires excellent communication, analytical, facilitation, problem-solving skills and experience leading projects. Quantitative reasoning and practical thinking methodology and strong attention to detail required. Strong technical skills, business acumen, experience with process evaluation and improvement, and healthcare experience preferred.

Location: Orthopedic One · Administration

Schedule: Regular Full Time, Day Shift","Dublin, OH",data analyst,1,Dublin, OH
Arconic,"Arconic is looking for a Data Scientist to join our Arconic Wheel and Transportation Products (AWTP) business unit in Cleveland, OH.

Arconic (NYSE: ARNC) creates breakthrough products that shape industries. Working in close partnership with our customers, we solve complex engineering challenges to transform the way we fly, drive, build and power. Through the ingenuity of our people and cutting-edge advanced manufacturing techniques, we deliver these products at a quality and efficiency that ensure customer success and shareholder value.

Alcoa Wheel and Transportation Products (AWTP) is a business with a rich tradition and a bright future. We literally invented the forged wheel in 1948 and, as a result of staying close to our customers and consumers, have remained the global leader in providing safe, strong, light-weight and innovative aluminum transportation products ever since. AWTP serves the commercial vehicle, automotive, and defense and employs 2,000 people at 14 locations worldwide.

Under the direction of the Global Continuous Improvement Director, this position is accountable for performing data analytics as part of the smart manufacturing initiative.

The primary purpose of this position is to deploy our Machine Learning efforts in an effort to improve our factories and processes including optimizing cycle time, reducing scrap, reducing MRO cost, and increasing equipment uptime

Organize, create and analyze large-scale historian and SQL data sets. This role provides the opportunity to inject ideas and influence a growing data driven culture and gain operational experience with Big Data.

Perform “what if” analyses and question existing assumptions and processes. Communicate recommendations to both Operational and IT leaders. Collaborate with Process Engineers and IT department to utilize hidden potential in the manufacturing systems.

Identify and correct data limitations (e.g. signal / noise ratio, sample size, inconsistencies, missing values, corruption, etc.). Key initiatives include the design and implementation of dashboards, development of key metrics, scorecards, delivery of self-service analytics, and the Identification of competitive advantages from data.

Determine potential causes of problems (e.g., increases in scrap rate or test failures; decreased yield) and devise testing methodologies for validation.

Explain the context of multiple inter-related situations (developing multi-variate regression models), asks searching, probing questions, and solicits expert advice prior to taking action and making recommendations

Use data excellence and best practice to participate in SIPOC Kaizen events and specific projects to help increase process efficiency and reduce operational cost by utilizing the Arconic DI system.

Perform analytics in support of specific improvement projects where travel to other locations might be included as part of a Rapid Improvement Team.

Job Dimensions:The incumbent will possess:

Ability to enjoy data, performing data studies and discovering new data sources (or new uses for existing data sources)

A deep understanding of time series analysis and regression analysis

Ability to tell stories with data, educates effectively, and instills confidence in recommendations, motivating others to act on them

Strong analytical and problem-solving skills: able to develop and use structured approaches to identify root causes and recommend resolutions: can present results in meaningful terms

Project Management skills and ability to manage multiple projects simultaneously to meet objectives and key deadlines

Good verbal and written communication skills.

Fluent in English.

A working knowledge of manufacturing processes, process controls

Qualifications

Basic Qualifications :

Bachelor’s degree in Engineering, Automation, Information Technology, Mathematics, Statistics, Computer Science, with minimum 2 years of experience

Significant experience in data analysis from multiple source types and applying organization specific know-how to achieve key operating results

Significant experience with any of those software and practices including Matlab, Statistics and Machine Learning, Neural Networks, R, Python, Capstone DataPARC, modeFrontier, Azure

Employees must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

This position is subject to the International Traffic in Arms Regulations (ITAR) which requires U.S. person status. ITAR defines U.S. person as an U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.

Preferred Qualifications:

Manufacturing experience with operational data and metrics

Experience tailoring and presenting data analytics methods and findings to leadership to drive effective decision making

Primary Location

: United States-OH-Cleveland

Work Locations

:

US CLE Cleveland, Ohio

1600 Harvard Avenue

Cleveland 44105

Job

: Operations

Organization

: 00199-29504 Arconic Business Support Service

Shift

: Day Job

Job Type

: Experienced Hourly Paid or Salaried : Salaried

Job Level

: Individual Contributor

Travel

: No

Job Posting

: Aug 16, 2019, 3:38:13 PM

Minimum Years of Experience : 2","Cleveland, OH",data scientist,5,Cleveland, OH
UES,"UES, Inc. has an opportunity available for a Hands-on researcher with experience in conducting materials characterization efforts on various forms of linear and nonlinear optical materials. Broad knowledge of laser operation and design, optical design, materials characterization and experimental set-up. Experience in experimental design, data gathering and data analysis. This work will span laser wavelengths from the visible to long wave infrared and at pulse widths from picosecond to continuous wave. Primary functions for the position will include:

Infrared source generation

Linear and nonlinear optical materials characterization

Optical materials development and enhancement

Characterization method development

Requirements:

PhD in a related field of physics, electro-optics or similar study

3-5 years hands-on experience in a materials characterization/laboratory setting

Ability to run a laser source testbed and perform optical alignment techniques

Laser generation through direct pumping and nonlinear optical frequency conversion techniques

Ability to secure and maintain a security clearance is required.

Physical ability to be on feet up to 8 hours per day, climb ladders/stairs, and lift 50Lbs is required

This position is working within a government facility and requires US Citizenship.

Additional Information

UES, Inc. is an innovative science and technology company providing customers with superior research and development expertise since its inception in 1973. Our long-term success is a direct result of a strong commitment to the success of our employees. We look forward to reviewing your application.

UES is firmly committed to Equal Employment Opportunity (EEO) and prohibits employment discrimination for employees and applicants based on age, race, color, pregnancy, gender, gender identity, sexual orientation, national origin, religion, marital status, citizenship, or because of a disability, protected veteran or other status protected by federal, state and local laws.","Dayton, OH",research scientist,2,Dayton, OH
Kognetics,"Job Description:

Working closely with the technology and learning teams, theData Scientist will be responsible for the following:
Creating infrastructure for thedelivery team; Maintain a working knowledge of data mining and visualizationbest practices; Work in coordination with the team for better and quickresults;
Being able to develop or program databases; Having theability to query databases and perform statistical analysis; Analyze the dataavailable and provide the relevant output;
Collaborate with engineering colleagues to define the datamodeling goals for designated project areas;
Having a good understanding of design and architectureprinciples; Understand the importance of the system development and help ingetting it implemented;
Have good time management skills and should be able to meetthe expected deliverables;
Being able to create examples, prototypes, demonstrations tohelp management better understand the work;
Capacity to motivate and train junior scientists and offercounsel to peers. Being able to work autonomously;

Basic Qualifications:

Passion, commitment, resourcefulness, and a drive to continuelearning are essential prerequisites. For this role, we’re also looking for someonewho meets the following criteria:



PhD/ Master's Degree in Statistics,Mathematics, Computer Science, or equivalent; 5+ years of data science/miningexperience;
Excellent knowledge of at least twocoding languages, e.g. Python, Java, Scala, R Language, SQL, ETL Tools, Perland Pig;
Should have worked on different toolslike Java, SQL, Python, etc.; Good experience with SQL, Linux shell scripts,Perl, and AWK;
Domain knowledge in at least twoindustries; Minimum five years of experience in customer-facing activities;
Overall knowledge of BusinessIntelligence; in particular, data modeling, ETL, and reporting tools;
Extensive hands-on experience workingwith very large data sets, including statistical analyses, data visualization,data mining, and data cleansing/transformation;
","Gahanna, OH",data scientist,0,Gahanna, OH
