company_name,job_summary,job_title,City,State
Moen,Provide and maintain packaging information to insure accurate data is available to Moen customers. Moen has a new opening for a Packaging Engineer to join our…,Packaging Engineer,Cleveland, OH
Knight Global / Knight Ergonomics,Advantages of a Knight Sales Engineer. The Role of a Knight Sales Engineer. Support the Design staff by continuously providing essential data when requested.,Sales Engineer,Cleveland, OH
R+L Carriers,"Provide mentoring to junior engineers supporting the data network. R+L Carriers is expanding its Information Technology Department in Wilmington, Ohio, and has…",Network Engineer,Wilmington, OH
Tronair,"Must be proficient in managing, organizing, and maintaining large quantities of data. Analyze data to develop new system designs using motors, brakes, pumps,…",Mobile Equipment Systems Engineer,Swanton, OH
Everest Technologies,"The data engineer is responsible for data profiling, analysis and extraction of data in the process of constructing data products. Retail experience is a plus.",Data Integration Engineer,Columbus, OH
Emerald Resource Group,SQL Server Developer and Engineer*. Experience working with ETL and Data Warehouse solutions is a must. You must have 3 years minimum experience working with…,SQL Developer and Engineer,Cleveland, OH
Onix Networking Corp,Google Certification - Professional Data Engineer. Bring together multiple data sources into a unified data warehouse. Some travel to client locations.,Data Engineer,Lakewood, OH
Giesecke & Devrient,"Is seeking a Lean Engineer to join our growing team in Twinsburg, OH. Must possess the ability to understand complex data driven technical processes and…",Lean Engineer,Twinsburg, OH
"BGI, LLC","Leverage data aggregation, statistical analysis, and data mining algorithms. As a Data Science Software Engineer, you will apply algorithms to heterogeneous…",Data Science Software Engineer - Entry Level,Akron, OH
"Affinity, Inc.","In this role, you will be joining our enterprise data protection and storage support team, as the primary Data Protection Engineer working directly with one of…",Data Protection Engineer,Cleveland, OH
Google,We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them.,Data Center Facilities Technician,New Albany, OH
Goodyear,Strong communication skills [written/oral] in presenting data and information to others. This position is responsible for development of projects with moderate…,ENGINEER - ENGINEERING MECHANICS 1,Akron, OH
"Applied Medical Technology, Inc.","Ability to define problems, collect data, establish facts, and draw valid conclusions. As a Materials Engineer, you will be responsible for creating, monitoring…",Materials Engineer,Brecksville, OH
Facebook,Facebook is seeking a forward thinking experienced Engineer to join the Capacity team within Data Center Operations. Participate in an on-call rotation.,Data Center Capacity Engineer,New Albany, OH
Electrical Power and Safety Company,Our Engineering firm is excited to add 2-3 hardworking & fun individuals to our team! To get to know a little more about our company feel free to check out the…,Power Systems Engineer,Cleveland, OH
Lubrizol Corporation,"The Strategic Research group is a global multidisciplinary team of chemical engineers, mechanical engineers, physicists and chemists who are accountable for…",Thermal & Fluid Research Engineer,Wickliffe, OH
Murrplastik Systems Inc,"Collect and analyze data for process improvement. Ability to positively interact with internal and external customers, engineers and other skilled trades.",Applications Engineer,Cincinnati, OH
Dowa THT America,"Provides data analysis to support recommendations; Dowa THT America, Inc., a leader in heat treatment technologies, seeks a Process Engineer*.",Process Engineer,Bowling Green, OH
Ameritas,"Ameritas Life Insurance Corp is seeking a Data Engineer Intern In this role, you will be responsible for contributing to data development and operational…",Data Engineer Intern,Cincinnati, OH
"InSource Technologies, Inc.","Review manufacturer's data sheets for component interface & compatibility. An Embedded Hardware Engineer performs the design, layout, testing, and validation of…",Embedded Hardware Engineer,Paulding, OH
Confidential,"Leading complex, medium to large scale network implementation projects including LAN, WAN and Data Center architectures. Motivated to meet deadlines on time.",Infrastructure Engineer - Mid-Senior Level,Wickliffe, OH
"C2P Enterprises, LLC",Debugging and Optimization of data problems and building data processes that maximize data integrity and usability.,Database Engineer,Westlake, OH
Cardinal Health,"Data Analytics Engineer is responsible for understanding, preparing, processing and analyzing data to make data valuable and useful for operations decision…",Data Engineer -- Data Curation,Dublin, OH
"OverDrive, Inc.","We’ve adopted other data stores to deal with issues of scale and performance, and to better fit our evolving data models. Work on small projects independently;",Developer I (Software Engineer I),Cleveland, OH
American Greetings,"The Data Engineer will support our database architects, data analysts, and data scientists on data initiatives and will ensure optimal data delivery…",Data Engineer,Westlake, OH
Goodyear,Work closely with other data scientists to scale up platforms for Big Data across diverse business and manufacturing applications. Ability to convince and lead;,Staff Data Engineer,Akron, OH
"Amazon.com Services, Inc.",We are currently seeking an energetic Data Center Project Engineer to serve as a technical resource within Amazon data centers. You think and act globally;,Data Center Project Engineer(Critical Infrastructure),Dublin, OH
"Kennametal, Inc.","Data anaylsis and related software (i.e. Manufacturing Engineer, CVD Coating Engineer is responsible for all engineering related aspects of Chemical Vapor…",Manufacturing Engineer - CVD Coatings,Orwell, OH
Myriad Genetics,"As an Enterprise Data management (EDM) Data Engineer, you will work alongside a team of Business Intelligence (BI) Analysts to support data acquisition,…",(MW) Data Engineer,Mason, OH
Dana Corp.,Write/present reports of test results to internal Application Engineers or others responsible for the program and customers.,NVH Engineer,Ohio,
Alpha Technologies Services LLC,"Hands-on experience with testing equipment, data acquisition, data analysis, report preparation and troubleshooting preferred. MS Word and MS PowerPoint).",Applications Engineer,Hudson, OH
Cardinal Health,"Data Analytics Engineer is responsible for understanding, preparing, processing and analyzing data to make data valuable and useful for operations decision…",Data Engineer -- Tabular Model,Dublin, OH
Emerson,Improve documentation of business logic used within our MFG Data and Data Analytics systems; Work closely with internal MFG customers to understand MFG Data and…,Sr. Manufacturing Software Engineer,Sidney, OH
Pythian,"Warehousing, data marts, data lakes). Experience in data management best practices, real-time and batch data integration, and data rationalization.",Big Data Engineer,United States,
Technical Assurance,"License Professional Engineer (PE) (Preferred). Technically competent with field data collection tools. Structural Engineer - TechnicalAssurance Inc.*, a…",Structural Engineer,Willoughby, OH
Jobot,We are looking for a data engineer to join our team of software engineers that support this e-commerce business unit. What you will be doing:,Data Engineer,Solon, OH
Comet Group,We take data protection seriously. The processing of your data complies with general data security standards based on the latest technology.,Applications Engineer,Hudson, OH
The Timken Company,"Knowledge of grinding cycle design and optimization, technical support/problem-solving through process development, process modeling, and data analysis skills…",Senior Grinding Process Engineer,North Canton, OH
"Honda R&D Americas, Inc.","Data Analytics Engineers are able to summarize and evaluate market data, make conclusions, and support next step direction in terms of problem analysis.",Data Analytics Engineer,Raymond, OH
Bridgestone,"Coordinate tire builds, analyze testing data, draw conclusions and make plans to ensure product/technology timelines are met and aligned plans are executed.",Tire Technology Engineer V,Akron, OH
Root Insurance Company,"What we look for in senior data infrastructure engineers: Able to positively influence other engineers, both directly and indirectly.",Data Infrastructure Engineer,Columbus, OH
American Axle & Manufacturing,"Job Posting Title Industrial Engineer. Verify accuracy of IE data on customer quotes. For over 20 years, customers around the world have entrusted AAM to design…",Industrial Engineer,Twinsburg, OH
"AMETEK, Inc.","Ability to define problems, collect data, establish facts, and draw valid conclusions. We are looking for a well-rounded engineer that has demonstrated a high…",Mechanical Engineer,Athens, OH
Goodyear,Statistical design & analysis of experimental data. We are looking for an outstanding Associate Development Engineer to join our hands-on team.,Tire Engineer,Akron, OH
American Axle & Manufacturing,"For over 20 years, customers around the world have entrusted AAM to design, engineer, validate and manufacture driveline, metal forming, powertrain, and casting…",Assistant Document Control,Twinsburg, OH
Lubrizol Corporation,"Data Scientist / Statistician Intern (BS/MS Students). The Statistics & Data Analytics Team. Collaborate with data science team, as well as, scientists and…",Data Scientist/ Statistician Intern (BS/MS Students),Wickliffe, OH
"A. Schulman, Inc.",Uses intuition and experience to complement data. The Product and Applications Development (PAD) Engineer will be responsible for the development of new…,Product Application Development Engineer,Akron, OH
Airgas Inc.,"Interface internally with Airgas’ regional gas sales team, ESG’s engineering equipment engineers and Airgas’ corporate marketing and strategic account teams.",Applications Engineer,Oakwood Village, OH
Swisslog,Swisslog Field Service Engineers are critical to our customer care and support initiatives. Report product quality issues to assigned Senior Field Service…,Field Service Engineer,Toledo, OH
"Omega, Inc.","Today we offer 100,000 products for temperature, humidity, pressure, strain, force, flow, level, pH, conductivity, data acquisition, and electric heating.",Manufacturing Engineer,Sunbury, OH
NetScout System Inc.,"We are looking for RF Engineers who have experience in radio frequency technologies (LTE, UMTS/GSM, EVDO/CDMA) to assist with our RF data collection projects &…",RF Support Engineer,Cleveland, OH
Gooch & Housego (Ohio),"Experimental Design and Data reduction. BS in Physics or related field, MS or higher preferred. Knowledgeable in the use of Test and Measurement equipment.",Product Engineer,Cleveland, OH
Cardinal Health,Gather data requirements from business users and stakeholders. Design and build data warehousing solutions based on business needs.,"Engineer, Software Engineering (BI Developer)",Twinsburg, OH
Cardinal Health,"Data Analytics Engineer is responsible for understanding, preparing, processing and analyzing data to make data valuable and useful for operations decision…","Advisor, Data Engineer",Dublin, OH
Louis Stokes Cleveland VA Medical Center,Constructs mobile applications and integrates information from networks of distributed sensors or other data sources into new medical devices.,Biomedical Software Engineer,Cleveland, OH
Comtec Information Systems,Build data ingestion & transformation processes to support industry leading data science applications in predictive modeling and machine learning deployments.,Data Engineer,Cincinnati, OH
Lubrizol Corporation,"Mechanical Engineer, Research Engineer, Developer, Engineer, Engineering, Research, Technology. Collect data and assist in interpreting results and provide…",Mechanical Engineer - Research & Development Summer 2020,Wickliffe, OH
State of Ohio Jobs,Must operate computer &/or laptop to input & retrieve bridge data. Collects & reviews pertinent data in order to prepare for site inspections.,Bridge Specialist 2 - Cuyahoga County - 20056082,Garfield Heights, OH
Giesecke & Devrient,"Is seeking a Product Development Engineer to join our growing team in Twinsburg, OH. The R&D Engineer / Product-Materials Developer will research, develop,…",Product Development Engineer,Twinsburg, OH
CT Consultants,"Collection and analysis of data. We are currently looking for a vibrant self-motivated Engineer to join our team. This position is based in Mentor, OH.",Engineer 1,Mentor, OH
Affymetrix,"Responsible for data analysis for new product validations, manufacturing scale-up and troubleshooting. Makes/records detailed observations, analyzes data and…",Manufacturing Engineer 1,Cleveland, OH
Comet Group,We take data protection seriously. The processing of your data complies with general data security standards based on the latest technology.,Field Service Engineer,Hudson, OH
Eagle Composites,"Quality Engineer - Quality Project Leader (QPL). Review SPC data to chart, analyze and implement any corrective actions. Based on major areas of involvement:",Quality Engineer,West Chester, OH
Chemstress Consultant Company,The Senior Electrical Engineer is responsible for gathering and analyzing technical data used to prepare basic electrical engineering designs for client…,Senior Electrical Engineer,Akron, OH
MEDsys Software Solutions,The ideal Software Automation Engineer is an experienced automation engineer who is passionate about solving challenging business problems and building…,Software Automation Engineer,Toledo, OH
Giesecke+Devrient,More than 40 sales and partner offices as well as 20+ certified production and personalization sites and data centers ensure customer proximity worldwide.,Quality Assurance Engineer,Twinsburg, OH
Acuative Corporation,"Responsible for design, configuration, implementation, and testing for the data network of our client. Candidate will also work as highest escalation for…",Network Engineer,Strongsville, OH
AK Steel,Data analysis skills necessary for data driven decision making. AK Steel has an immediate opportunity for a Metallurgist / Materials Engineer at our Coshocton…,Metallurgist / Materials Engineer,Coshocton, OH
RoviSys,"Our Software Engineers and Developers rely on strong software development skills to address technology decisions, data management, scalability, security and…",Software Engineer/Developer,Aurora, OH
"BGI, LLC","Leverage data aggregation, statistical analysis, and data mining algorithms. As a Data Science Software Engineer, you will apply algorithms to heterogeneous…",Mid-Level Data Science Software Engineer,Akron, OH
Selas Heat Technology Company,"Facility consolidation rationalization and integration, IT data collection and manufacturing automation, and other facility and process related activities.",Manufacturing Engineer,Streetsboro, OH
Quotient Technology Inc.,"Drive the production of analytic capabilities in data management, modeling and algorithms. Devise, develop, test and deploy new data models to expand current…",Data Engineer,Cincinnati, OH
Pison Stream Solutions,"Expertise in data and problem analysis. Pison Stream Solutions is looking for a full-time Engineer to join our team in Brecksville, Ohio. What’s in it for you?",Engineer,Cleveland, OH
Chmura Economics & Analytics,We have an exciting opportunity for a Infrastructure Engineer to join our Data Science and Technology team. You’ll work with an amazing team of economists and…,Infrastructure Engineer,Cleveland, OH
Matco,Become an expert on Matco’s Business Intelligence data warehouse to learn how to mine data on field failures both by quantity and cost.,Mechanical Engineer Intern (Summer 2020),Stow, OH
ViaSat,"Scripting, automation, data visualization & dashboarding. Data analytics & cloud application engineering. Experience with GPU Programming, Cloud Technology,…",Software Engineer Intern,Cleveland, OH
OWENS CORNING,"The Product Development Engineer manages the development, implementation and support of new technologies related to Roofing Components packaging products.",Product Development Engineer,Granville, OH
Continental Structural Plastics,"We are seeking a Quality Engineer for our Carey, Ohio Plant. Interface with plant and corporate engineering to ensure transfer to launch of new products are in…",Quality Engineer,Findlay, OH
Emission Monitoring Service Inc.,Performing drift assessments (entering data into calibration book). Calibration of TVA (entering data into handheld & in calibration book).,Monitoring Technician,Cadiz, OH
Johnson Matthey,"Basic computer skills, including data entry, are required. Johnson Matthey’s Catacel Technology Center, located in Ravenna, Ohio, engineers and manufactures…",Production Operator (2nd Shift),Ravenna, OH
Hirschvogel Incorporated,"Investigate design proposals for improving equipment performance or to obtain data for development, standardization, and quality control.",Production Engineer Machining,Columbus, OH
Verizon,"Intelligent Edge Network (iEN), Unified Transport, Voice and Data, and Internal Data Core networks. Field Engineer detailed, often complex, network builds for…",Field Engineer,Cleveland, OH
Qbase,"Experience performing hands-on data integration, data linking, fuzzy matching, and data transformations (ETL). Work independently with minimal supervision.",Data Engineer,Beavercreek, OH
"Honda R&D Americas, Inc.",Quality Services Department (QSD) Materials Engineer – Engineering Development Program (EDP). Confer with engineers and other personnel to resolve system…,Materials Engineer- Engineering Development Program - June 2020,Anna, OH
Toyo Tires,Apply for Field Engineer Commercial using the link below: We are currently seeking a hands-on results-oriented Field Engineer to join our Commercial truck tire…,Tire Field Engineer - Commercial Tires,Akron, OH
Komatsu,"Effectively communicate and liaise between Product Support, Product Engineering, and Joy Global Service Centers to assist in collecting data to validate and…",Product Support Engineer,Cleveland, OH
BETTCHER INDUSTRIES INC,Being adaptable and overcoming obstacles are key qualities of an effective Design Engineer. Ability to collect and analyze data using a wide range of analytical…,Design Engineer,Vermilion, OH
The J. M. Smucker Company,"Provide data on project-related quality issues. For more than 120 years, The J.M. Smucker Company has brought families together to share memorable meals and…",Process Engineer,Akron, OH
Google,We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. It is built into the DNA of our products.,Data Center Security Manager,New Albany, OH
Electric Power Systems,"Commissioning Engineer | Area Engineer Managed-Task services as follows: We specialize in commissioning, start up, and maintenance testing for Utility,…",Commissioning Engineer,Cleveland, OH
STERIS,Supports senior engineer in Investigation of new test technologies and tools. Works on specific tasks under direction of manager or senior test engineer.,Software Test Engineer,Mentor, OH
Pythian,"In-depth knowledge of popular database and data warehouse technologies from Microsoft, Amazon and/or Google (Big Data & Conventional RDBMS), Microsoft Azure SQL…",Big Data Architect,United States,
CTS Corporation,"Utilize PLM system to manage design data and communicate the data throughout the global organization. Mentor less experienced engineers, designers or analysts.",Lead Design Engineer (automotive),Columbus, OH
Hull & Associates Inc,"Perform computations and process data using computer software or other established methods; Scheduling, equipment management, data management, file management…",Civil Engineer - Dublin or Newark OH,Newark, OH
MORGAN ADVANCED MATERIALS,"Assists in the compilation of data, generation of reports, and preparation of presentations. Ability to apply logical or scientific thinking to define problems,…",Process Engineer,Fostoria, OH
Verizon,"Experience in leading large scale data center projects. You will help Verizon move desktops, applications, and infrastructure from on-prem data centers to AWS.",Systems Engineer,Twinsburg, OH
Goodyear,Translate product needs to experimental data or design parameters. Communicate and solve problems by interpreting and analyzing data. MUST be willing to travel.,Development Engineer - Race Construction,Akron, OH
STERIS,"The engineer is responsible for assisting in CAPAS, NCR’s, and complaint mitigation. The Sustaining Engineer is responsible for all design aspects of our…",Sustaining Engineer,Mentor, OH
Integrated IT Group,We are currently seeking a self-motivated and dedicated individual to join our expanding Field Engineer team. Integrated IT Group is a comprehensive provider of…,IT Field Engineer,Twinsburg, OH
MTD Products Inc,"Analytical skills to analyze emission data and understand emission software and hardware are valuable. In this role, the Emissions Compliance Engineer must…",Emissions Compliance Engineer,Valley City, OH
Tektronix,Tektronix is looking for a manufacturing engineer to join our team. Due to US Department of Commerce export control regulations governing technical data of…,Manufacturing Engineer,Solon, OH
ViaSat,"Data analytics & cloud application engineering. Scripting, automation, data visualization & dashboarding. SOA, REST/SOAP, XML/JSON, Search Engine/Conversion…",Software Engineer University Grad,Cleveland, OH
Swagelok Company,Learns how to properly document product & manufacturing information & data. Performs routine engineering-related work requiring the application of educational…,1_Co-Op_Engineer,Solon, OH
Flex-n-Gate,Collect SPC data and report monthly; The Quality Engineer supports and promotes plant wide quality improvement efforts. Document all activities as required.,Quality Engineer,Sandusky, OH
Procter and Gamble,"Our R&D Engineers are constantly learning, growing, and improving. Packaging Development Engineers develop creative packaging that is easy to use and looks…",Research and Development Engineer (BS/MS),Cincinnati, OH
Kognetics,"Use data visualizations tools such as D3J, to tell compelling business stories, via complex mashups. Based on business strategy and knowledge of emerging…",Senior Data Engineer,Gahanna, OH
"Brilligent Solutions, Inc.","Supporting mission planning and data collection functions. Analyzing radar signature data to exploit target features. Medical, dental and vision insurance;",RF Engineer,Fairborn, OH
CTG (Computer Task Group),"Will collaborate with teams on monitoring infrastructure availability, data analysis tools, and performance alerting, critical to Key technology stacks and…",Monitoring Engineer,Brooklyn, OH
Tronair,Must be able to present data effectively. Work with Engineering (Design and Manufacturing Engineers) team to define process parameters and criteria to ensure…,Supplier Quality Engineer,Swanton, OH
"Bastion Technologies, Inc.","Ability to work well with cross-functional teams, design engineers, line management, and project management. Analyze the GRC in-house design, and review/concur…","Electrical, Electronic and Electromechanical Parts (EEE) Engineer",Cleveland, OH
Riverside Research,Experience working with complex imagery data and phase history data. Knowledge of standard SAR data formats. All Riverside Research opportunities require U.S.,SAR Engineer,Beavercreek, OH
Elliott Tool Technologies,"As the Project Engineer, you’ll be: Preliminary data shows it is 2 times more productive than the competing product. Our average tenure is 11 years.",Project Engineer,Dayton, OH
Gooch & Housego (Ohio),Support design for manufacturability analysis with Value Stream Manager and Quality Engineer and provide input to Development (Design) Engineers.,Fabrication Engineer,Cleveland, OH
Ameritas,"Ameritas Life Insurance Corp is seeking a Data Engineer Intern In this role, you will be responsible for contributing to data development and operational…",Data Engineer Intern,Cincinnati, OH
SGB USA Inc.,"SGB-USA is seeking a Sales Engineer to provide sales support for its dry type transformer products. Analyze price proposals, specifications, and other required…",Sales Engineer,Tallmadge, OH
Accenture,"You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data…",Azure Data Engineer,Cleveland, OH
TEGNA,"Manage file servers, network shares and routine backups for onsite and offsite data protection. WKYC- TV in Cleveland, OH is searching for a skilled Broadcast…",Broadcast Engineer,Cleveland, OH
Rovisys Automation & Information Solutions,"Our Software Engineers and Developers rely on strong software development skills to address technology decisions, data management, scalability, security and…",Software Engineer/Developer,Aurora, OH
MIM Software,"Web Clinical Data Solutions - Our next-gen suite of tools to unite clinical data for uses beyond image processing, such as analytics, peer review, and decision…",Software Engineer Intern,Beachwood, OH
Myriad Genetics,"As an Enterprise Data management (EDM) Data Test Engineer, you will work alongside a team of Business Intelligence (BI) Analysts and Data Engineers to support…",Data Testing Engineer,Mason, OH
Dover Chemical Corporation,"? Knowledge of SQL Databases, FTP Data pushing and graphical interpolation of committed data; The Process Control Engineer uses computer modeling and…",Instrumentation and Controls Engineer,Dover, OH
The J. M. Smucker Company,"Compile, organize, and analyze production records and test data. For more than 120 years, The J.M. Smucker Company has brought families together to share…",Co-Op/Intern - Research & Development Engineer,Akron, OH
Curel,"Excellent verbal and written communication skills, with the ability to clearly articulate transfer of thoughts and data.",Formulation Scientist,Cincinnati, OH
Affiliated Resource Group,The Infrastructure Engineer will also function as an escalation point for the Managed Services Support Engineers. Assist Program Manager with vCIO assessments.,Infrastructure Engineer,Columbus, OH
Xignite,Knowledge of financial market data. Our engineering team creates complete end-to-end technology products and solutions to deliver financial market data timely…,Software Engineer/.NET Developer,Cleveland, OH
TASI Group,"Coordinating all cross-functional quote and proposal activities, including the critical data review and approval processes. 4 year Engineering degree (BSEE;",Application Engineer,Cincinnati, OH
Swagelok Company,"Completes all records, forms, and electronic data entry as required. Acts as a direct liaison with product, process and quality Engineers to ensure appropriate…",Machine Operator - LVL2,Solon, OH
"Honda R&D Americas, Inc.","Warranty data review and warranty part analysis. Recreate problem failures (on vehicle or bench testing, developing test equipment/using data acquisition tools)…",Quality Engineer,Raymond, OH
State of Ohio Jobs,"Assists the environmental engineer/ supervisor in the collection and tabulation of data required to draft discharge permits for municipal, industrial and semi…",College Intern - Northeast Office,Twinsburg, OH
Goodyear,Translate product needs to experimental data or design parameters. This position is responsible for the development of projects with moderate complexity or…,Applied Physical Metrology Lab Development Engineer,Akron, OH
Dana Corp.,"Analyze warranty data and develop effective counter measures. Application Engineer with Dana Automotive Systems Group, LLC in Maumee, OH will be responsible for…",Application Engineer,Ohio,
Aclara,"Support the work of other engineers on project teams. We're big data gurus and in the field problem solvers. We're a hardware, software, and network engineering…",Firmware Engineer,Solon, OH
"Conn-Selmer, Inc.","Directs workers engaged in measuring and testing product and tabulating data concerning materials, product, or process quality and reliability.",Quality Engineer,Eastlake, OH
Integrated IT Group,"Work with Telecommunication Engineers to integrate voice, data, and video applications on local and wide area networks when necessary.",Network Operations Center Engineer,Twinsburg, OH
Promerus,"Analyze data, apply statistical methods, prepare written reports, give oral presentations. Is searching for a versatile chemical engineer with experience in…",Chemical Engineering,Brecksville, OH
ORIS Intelligence,"A Data Quality Engineer at ORIS combines data analysis, data science, and software engineering skills to ensure our data is as accurate as possible.",Data Quality Engineer,Columbus, OH
Mphasis,"Reduction of monitoring s, manual efforts, Data refresh). This position is accepting applicants for - Canada, Colorado, Florida, New Jersey, Tennessee and Texas…",DevOps Engineer USA,United States,
TRANSPORTATION TECHNOLOGY CENTER INC,Manipulating and analyzing large data sets. The Radio Frequency (RF) Electrical Engineer is responsible for providing professional engineering and scientific…,RF and Data Analytics Electrical Engineer (C&TC),United States,
Honeywell,"Lead bold benchmarking, tear-down & data analysis initiatives. You will maintain data base of high-reaching products and capabilities and cross-reference lists;","Sr. Application Engineer for Pressure Sensors, Load Cells, & Torque Transducers",Columbus, OH
Technical Assurance,"Licensed Professional Engineer (PE) (Preferred). Technically competent with field data collection tools. Structural Engineer - TechnicalAssurance Inc.*, a…",Structural Engineer,Columbus, OH
Comet Group,We take data protection seriously. The processing of your data complies with general data security standards based on the latest technology.,"Field Service Engineer - DALLAS, TEXAS",Hudson, OH
Rockwell Automation,"Able to apply basic knowledge of data structures and algorithms. In this position, you will be highly involved in subsystem design, implementation, and testing,…",Software Engineer,Mayfield Heights, OH
Cognitive Performance Group,"At a minimum, functional understanding of statistics and psychometric data analysis. Experience collaborating with multi-disciplinary teams made up researchers,…",Cognitive Psychology Research Scientist,Independence, OH
Precision Castparts Corp.,Ability to apply computer science skills in developing manufacturing real-time data acquisition and control systems. Other duties assigned by Supervision.,Automation Engineer,Wickliffe, OH
Premiere Solutions,"Works with Manufacturing Supervisors, Welding Engineers, Maintenance, Weld Fixture Repair,. Conducts experiments and tests and evaluates data to assist welding…",Robotic Weld Tech / Automotive Plant,Valley View, OH
"Tigerpoly Manufacturing, Inc., 6231 Enterprise Par...",? Determine effectiveness of Kaizen activities through data analysis and auditing. ? Perform root cause analysis / countermeasure analysis for customer claims…,Quality Engineer,Grove City, OH
Elyria & Hodge Foundries,We are currently searching for a Foundry Process Engineer to join our team of professionals at our Elyria Ohio site.,Foundry Process Engineer,Elyria, OH
Goodyear,Translate product needs to experimental data or design parameters. This position is responsible for development of projects with moderate complexity or working…,Staff Development Engineer,Akron, OH
John Carroll University,"The System Engineer will serve as a server and virtualization systems infrastructure engineer. Research, identify, test and verify system data, hardware, and…",Systems Engineer,University Heights, OH
Rand3D,"Knowledge of data management applications, such as Windchill, Enovia, Team Center, Smarteam, or similar. Technical Training Engineers work with many different…",Technical Training Engineer,Independence, OH
"Wiss, Janney, Elstner Associates","Ability to record data clearly and write passages for reports, letters, etc. Organize data and assist with research to facilitate analysis, problem solving, and…","2020 Petrography/Petrology Internship (full-time or part-time) Cleveland, OH",Cleveland, OH
Battelle,"Aid in the design and implementation of machine learning, data mining, data fusion, and data engineering techniques applied to cyber security problems.",Cyber Data Scientist I,Columbus, OH
Progress Rail Services Corp.,"Maintain records on work and modifications performed, and analyze data and report results; Progress Rail, a Caterpillar company, is an integrated rolling stock…",Service Engineer,Bellevue, OH
Chemstress Consultant Company,The Electrical Engineer II is responsible for gathering and analyzing technical data used to prepare detailed electrical engineering designs for client projects…,Electrical Engineer II,Akron, OH
"NCI Information Systems, Inc.",Deep experience with data modelling and analytics solution stacks. Provide Pre-Sales support through working closely with technical solutions engineers and…,AI Engineer,Columbus, OH
"Novolex Holdings, LLC","The process engineer is a part of the plant staff driven to identify, develop and deliver innovative solutions that improve process capability and production…",Process Engineer,Caldwell, OH
Procter and Gamble,"Our R&D Engineers are constantly learning, growing, and improving. Packaging Development Engineers develop creative packaging that is easy to use and looks…",Research and Development Engineer Internship,Cincinnati, OH
