company_name,job_summary,job_title,City,State
Virtual eForce,"Either a MS or PhD from a good school, with a focus on machine learning.Either an MS + at least 3 years of industry experience, or a PhD + at least 1 year of…",Data Scientist - Applied Machine Learning,Bellevue, WA
AnswerIQ,"Familiar with machine learning and analytics libraries (Scikit-learn, MLlib, etc.).Strong programming skills in Python, SQL, R and at least one object oriented…",Data/NLP Scientist,Bellevue, WA
Starbucks,"Advanced competency and expertise in statistical modelling and machine learning (regression, tree based models, deep learning, survival analysis, cluster…","data scientist, Workforce Management - Ops Analytics -Seattle, WA",Seattle, WA
Celgene,"Experience or training with a wide-range of skills including JMP/ SAS programming and other relevant statistical software such as Minitab and / or R,…",Principal Statistician (Cell Therapy CMC),Seattle, WA
Microsoft,"3+ years machine learning experience, preferably in NLP.Experience/interest in Healthcare and/or Health technology.This is AI for the greater good!",Senior Data Scientist,Redmond, WA
CBRE,"Combine the scientific method with best practices to design and develop new metrics, deep analyses, and machine learning features for production use.",Data Scientist,Seattle, WA
QVC,A professional background that includes working with machine learning and optimization techniques applied to real-world business data.,Data Scientist,Seattle, WA
Harbor Wholesale Foods,"Data Lake, Data Lake Analytics, SQL as a service, DWH, Machine Learning, Data Factory, Data Bricks.Excellent project management experience incorporating a wide…",Head Data Scientist,Lacey, WA
Growth Mindset,"Data Lake, Data Lake Analytics, SQL as a service, DWH, Machine Learning, Data Factory, Data Bricks.The ability to communicate technical details in a fashion…",Head Data Scientist,Lacey, WA
Facebook,Partner with relevant data science and machine learning teams within Facebook to uncover and analyze data relevant to informing the direction of AR/VR's future.,Research Scientist - Data and Statistics,Redmond, WA
WSP USA,"Develop and maintain custom dashboards for clients using RStudio’s Shiny, Tableau, PowerBI, or other platforms as negotiated with clients •Act as key programmer…",Transportation Analyst/Data Scientist,Seattle, WA
"Amazon.com Services, Inc.","Apply statistical and machine learning methods to solve business problems.Programming / scripting experience (Java/Scala, Python, R, Ruby, C#, and/or PHP).","Data Scientist, IMDb TV",Seattle, WA
Facebook,"Projects you own may relate to machine learning training cycle optimization, increase efficiency, lead prioritization, forecasting, or a variety of other…","Data Scientist, Analytics - Ads Infrastructure",Seattle, WA
Microsoft,Our scientific understanding of human health would be fundamentally advanced.You will join a small applied machine learning team focused on extracting…,Principal Data Scientist,Redmond, WA
Zillow Group,"Provide technical leadership to a strong team of applied scientists, machine learning engineers and software engineers.But, don't just take our word for it.","Senior Machine Learning Engineer, AI Personalization",Seattle, WA
Synectics,7+ years of related analytics experience (Adobe Analytics or web analytics preferred).Our team is primarily responsible for the sustainment of our Analytics…,Senior Data Analyst,Bothell, WA
Porch,"You should have extensive experience with data mining, statistical modeling, and machine learning techniques.To join our Data Science team.",Senior Data Scientist,Seattle, WA
Inviso Corporation,Able to work on an 18 month contract at Microsoft (which means someone who wasn’t on a managed service / outsourced project at MS).,Sr Data Analyst – 18 Month Microsoft Contract,Bellevue, WA
Nestle USA,Intermediate understanding of the R language.Design and development of SQL scripts and queries to implement ETL processes to create “clean” data sources for…,Sr. Customer Data Analyst,Seattle, WA
Branch,"We're seeking someone who's excited about working closely with Engineers, Data Scientists and Product Managers to address unsolved problems in acquiring,…",Sr. Data Scientist - Content (Seattle),Seattle, WA
Institute for Systems Biology,"We also work with high-fidelity data from prospective studies that combine genomics, imaging, health-related social needs, and patient-reported outcomes.Our…",Software Engineer/Data Scientist,Seattle, WA
"Amazon.com Services, Inc.","Master’s or PhD degree in a quantitative field such as Machine Learning, Data Science, Statistics, Applied Mathematics, Physics, Computer Science, or Economics.",Data Scientist - Demand Forecasting,Seattle, WA
"Amazon.com Services, Inc.","3+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.Bachelor or Master's degree in highly quantitative…","Data Scientist, Alexa Shopping NLU",Seattle, WA
Starbucks,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.SQL) and scripting languages (e.g.,"data scientist, Econometrician- Marketing Operations- Seattle, WA",Seattle, WA
Novo Nordisk,"Deep learning, Bayesian reasoning, recommendation systems, learning from semi-structured data, reinforcement or active learning, machine learning (ML) software…",Data Scientist II Job,Seattle, WA
"Amazon.com Services, Inc.",On our team you will work with a diverse scientific team including computer scientists and economists as well as other data scientist to build statistical…,"Data Scientist, Prime Video",Seattle, WA
"Amazon.com Services, Inc.",Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.Amazon Echo and Alexa are magical:,Data Scientist - Music,Seattle, WA
Expedia Group,"Build, deploy and optimize machine learning models to improve traveler experience:Be a technical leader on use, adoption and implementation of machine learning…",Principal Data Scientist,Bellevue, WA
"Amazon.com Services, Inc.","Cutting edge technology and algorithms including statistical modeling, machine learning, and data mining are the core of our business.",Data Scientist - Paid Search,Seattle, WA
Porch,"As a senior machine learning engineer, you will collaborate with a talented team of data scientists and engineers on a broad array of technically challenging…",Senior Machine Learning Engineer,Seattle, WA
Celgene,BA/BS in a relevant scientific discipline;BS/BA degree or equivalent in a relevant scientific discipline with a minimum of 8-10 years experience as a…,Associate Director Statistical Programmer,Seattle, WA
Allstate,Utilizes effective project planning techniques to break down moderately complex projects into tasks and ensure deadlines are kept.And you’ll have fun doing it.,Senior Data Scientist - Experimental Design,Bothell, WA
Fred Hutchinson Cancer Research Center,"The incumbent will collaborate with laboratory-based scientists, clinical investigators, biostatisticians, data scientists, programmers and computational…","Data Scientist I-III, Spatial Single-Cell RNA Sequencing",Seattle, WA
Microsoft,Become a subject matter expert in internationalization of the Cloud AI business and underlying data ecosystem.Principal Data & Applied Scientist (DAS).,Principal Data & Applied Scientist,Bellevue, WA
"Amazon.com Services, Inc.","As a Data Scientist, your work is focused on driving analytics and developing algorithms that provide insights into long term costing and revenue trends…","Data Scientist, WW Operations Finance",Seattle, WA
Expedia Group,"We work in start-up fashion, think deep, and code fast.Knowledge on hands-on practice in Java, Python, R, XML/JSON.Expand your skills and curiosity;",Data Scientist I,Bellevue, WA
"Amazon Web Services, Inc.","Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences.Experience in writing and tuning SQL.",Data Scientist - Nationwide Opportunities,Seattle, WA
Google,"Interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.","Product Analyst, Data Science",Seattle, WA
Starbucks,Promotes and advocates value of advanced analytics to solve business problems within department - Mentors data analysts in descriptive and predictive analytics.,"data scientist, Global Supply Chain, Advanced Analytics - Seattle, WA",Seattle, WA
TenPoint7,"PhD or Master’s degree from distinguished institution in Statistics, Applied Mathematics, Machine Learning, Computer Science, Econometrics or other related…",Data Scientist,Seattle, WA
Ring Inc.,"As a Data Scientist, you will be responsible for modeling complex problems, discovering insights and identifying opportunities through the use of statistical,…",Data Scientist,Seattle, WA
Saudi Aramco,"An advanced degree in operations research, applied statistics, data mining, machine learning, physics, or a related quantitative discipline is an asset.",Data Scientist- Relocation to Saudi Arabia,United States,
Postmates,Extensive experience defining and delivering on complex analytical deep dives to unblock insights from data.So is recommending the next set of big bold bets we…,"Senior Applied Scientist, Operations Technology",Bellevue, WA
eXcell,"Deep technical skills in machine learning, deep learning, computer vision, natural language processing, or artificial intelligence.W2 only, no Corp to Corp.","Machine Learning Engineer - C#, C++, Python",Redmond, WA
"Cognosante, LLC","Work on untangling Medicaid and CHIP data to identify trends.Provide detail assessments of perceived data trends, issues and quality metrics surrounding…",Senior Medicaid Data Analyst,United States,
"Amazon.com Services, Inc.","The Data Scientist will work closely with other research scientists and economists to design new frameworks that systematically identify, low touch machine…","Data Scientist, Intl. Seller Services",Seattle, WA
Microsoft,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,Internship Opportunities for PhD Students: Data & Applied Sciences,Redmond, WA
Starbucks,"Build and operationalize Machine Learning models in batch, real-time data pipelines and scalable Restful APIs.Mentor peers in data science.","Sr. Data Scientist, Insights & Analytics",Seattle, WA
HCI Group,"Working knowledge of clinical operations and clinical pathways, ordersets, or similar clinical standardization tools.Working knowledge of financial operations.",Senior Data Analyst,Washington State,
PeaceHealth,Provides support to medical staff leadership by utilizing clinical analytics to better monitor the care delivery process of providers through the use of…,Clinical Data Scientist - Provider Performance,Bellingham, WA
Amazon Services LLC,Experience applying machine learning concepts.Experience articulating business questions and using quantitative techniques to arrive at a solution using…,Sr. Data Scientist,Seattle, WA
"Amazon.com Services, Inc.","In a typical day, you will work closely with talented machine learning scientists, statisticians, software engineers, and business groups.",Data Scientist - Delphi,Seattle, WA
Facebook,"As a Data Scientist on the team, you’ll be expected to stretch across diverse areas such as modernization of our UI, insight reporting, platform performance,…","Data Scientist, Analytics - Ads Manager",Seattle, WA
Microsoft,"Identity engineering employees have deep technical expertise, customer insights, and a clear point of view that comes from first-hand, very large-scale…",Principal Engineer - Data Scientist,Redmond, WA
Convoy,We are looking for experienced Data Scientists to join the Matching Team in Convoy’s Marketplace organization.Taking care of your health comes first.,Senior/Data Scientist - Marketplace Matching,Seattle, WA
HERE Technologies,"Minimum of 5 years related, professional experience in applied machine learning and search/document analysis/NLP.Explore latest and greatest in AI/ML world.",Principal Data Scientist - HITCH (a HERE Technology HR product),Seattle, WA
PRA Health Sciences,"Symphony Health Solutions, a wholly owned subsidiary of PRA Health Sciences, is a leading provider of high-value data, analytics, technology solutions and…","Associate Director, Data Science - Custom Analytics",United States,
Zillow Group,Enable applied scientists to iterate quickly and deploy NLP and learning to rank (LTR) machine learning models into production.,Senior Principal Machine Learning Engineer - Search,Seattle, WA
Terex Corporation,"Experience using R, Python, or other software / language to manipulate and extract insights from data.Experience creating and deploying advanced machine…",Data Science (Telematics) Intern,Redmond, WA
Microsoft,"Excellence in scientific thinking and execution, ability to drive efficient experiment definition and investigations, solid skill in developing state-of-the-art…",Applied Scientist,Redmond, WA
University of Washington,"Applying one or more programming languages to construct full scientific pipelines, from data ingestion / clean-up to modeling, to visualization and analysis.",SENIOR DATA SCIENTIST,Seattle, WA
Oracle,We are looking for top notch applied scientists who are passionate about security and cloud technologies to join the OCI Security Analytics & Machine Learning…,Applied Scientist,Seattle, WA
Pacific Northwest National Laboratory,"Human Machine Teaming, Visual analytics, Machine learning, Deep Learning, AI.The position carries the expectation of creating new business in visualization or…",Data Scientist â€“ Machine Learning and Human Machine Teaming,Seattle, WA
Thunder,"Strong understanding of machine learning, recommendation systems, predictive analytics, and multivariate analysis.",Data Scientist / Data Engineer,Bellevue, WA
"ExtraHop Networks, Inc.","Our breakthrough approach to analytics and machine learning helps our customers investigate threats, ensure the delivery of critical applications, and secure…",Senior Data Scientist,Seattle, WA
Akraya Inc.,"We offer comprehensive benefits including Health Insurance (medical, dental, and vision), Cafeteria Plan (HSA, FSA, and dependent care), 401(k) (enrollment…",Senior Data Scientist : 19-03652,Bellevue, WA
Epic Games,"Analyze large data sets to identify behavior trends among good users and bad actors, using statistics, data mining, and machine learning techniques.",Senior Data Scientist,Bellevue, WA
Zulily,A professional background that includes working with machine learning and optimization techniques applied to real-world business data.,Data Scientst,Seattle, WA
Zillow Group,"Dive into our internal data (think Hive, Presto, SQL Server, My SQL, Redshift, Python, Mode Analytics, Tableau, R), combining disparate sources of information…","Senior Data Scientist, Home Loans",Seattle, WA
"Amazon.com Services, Inc.","We are seeking a Senior Applied Scientist who has a solid background in applied Machine Learning and Computer Vision, deep passion for building data-driven…",Applied Scientist I,Seattle, WA
University of Washington,"Data Analysis/Reporting, Data Presentation, and Scientific Manuscript Writing:Methods may necessitate knowledge of programming (MATLAB, R), or using various…",IMAGING DATA SCIENTIST,Seattle, WA
Adobe,"A deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation…",Senior Data Scientist,Seattle, WA
Convoy,"Experience with R and/or Python programing languages is a plus.Shippers get instant quotes, real-time GPS tracking on all shipments, and actionable business…","Data Scientist- Analytics, Quality & Compliance",Seattle, WA
Amazon Digital Services LLC,Use predictive analytics and machine learning techniques to solve complex problems and drive business decisions.,Sr. Data Scientist,Seattle, WA
"Discovery Communications, LLC",They will help advise and create a scalable data models using various modeling or machine learning techniques to support our direct-to-consumer products and…,Senior Data Scientist,Bellevue, WA
Logic20/20,"MS / PhD in Machine Learning, Statistics, Computer Science, Data Mining, Math or any quantitative discipline.Good Knowledge of SQL (3+ years) creating advanced…",CORE - Data Scientist,Seattle, WA
Adobe,Experience with R and/or Python is a plus.Experience translating business questions into data analytics approaches.We invite you to apply today!,Data Science Analyst,Seattle, WA
OfferUp,5+ years of demonstrated experience with machine learning or data science.Applicants are expected to understand the business and contribute their ideas and…,Senior Data Scientist / Machine Learning,Bellevue, WA
KPMG,"Minimum of five years of experience leading teams of at least five data scientists, engineers, and other data & analytics professionals, including business…","Manager, Data Scientist, Natural Language Processing (NLP)",Seattle, WA
Warner Bros Careers,"Work with data scientists and solution analysts to understand the business problems, proactively design intuitive data structures and create the best-suited…","Data Science Engineer, Analytic Capabilities",Seattle, WA
Washington Federal,"10+ years of experience as a data scientist, machine learning, or AI professional.Delight bank customers - with simplicity, insights, and personalized…",Head of Data Science,Redmond, WA
Microsoft,"Our team drives the cross-company strategy for healthcare and life sciences, and applies Microsoft's deep technical assets on improving healthcare and health…","Data Scientist II, Healthcare AI",Redmond, WA
