,company_name,job_summary,job_title,City,State
41,Lexion,"We are looking for someone who has an interest in data quality assurance, data entry, and has a strong attention to detail.",Data Quality Analyst,Seattle, WA
42,Beyondsoft Consulting,"Beyondsoft Consulting, Inc., is a leading, technical solutions and consulting partner. We combine emerging technologies and proven methodologies to tailor…",Data Analyst,Redmond, WA
43,Microsoft,Attention to detail with self-discipline and a drive for results. Are you passionate about the opportunity to leverage large volumes of data sets to draw deep…,Data Analyst,Redmond, WA
44,CorneaGen,Analyzes complex business problems and issues using data from internal and external sources to provide insight to analysts and decision makers.,Data Analyst,Seattle, WA
45,"Amazon.com Services, Inc.","High attention to detail, including precise and effective communications. High School diploma or equivalent. Native or native-like fluency in spoken and written…",Data Associate - German,Seattle, WA
46,City of Seattle,Seattle is a thriving and equitable community powered by dependable transportation. To deliver a transportation system that provides safe and affordable access…,Strategic Data Analyst (Mgmt Sys Anlyst) - Temporary,Seattle, WA
47,"Xyant Technology, Inc.","Outlook integration experience, HTML & C#. Please send your updated resume, available time for phone discussion and expected salary per annum to vinoth.xyant…",SQL Data Analyst,Bellevue, WA
48,Chelan County Public Utility District,"As part of hydropower operations, we've also built 14 parks that serve more than 3 million visitors each year. Test and validate tools and data for accuracy.",Hydro Data Analyst,Wenatchee, WA
49,WSECU,We look forward to reviewing your application! All applicants must include a resume. Contact us at 1-800-562-0999 ext. 11111 with any questions.,Digital Business Analyst,Olympia, WA
50,BBSI,"Assist in development and maintenance of team metrics. Reviews agreements for conformity to company rates, rules, and regulations. Ad hoc projects and analyses.",Business Analyst-Contracts Analyst,Vancouver, WA
51,Fisher Investments,California employees accrue up to 17 days of PTO and 3 days of sick time per year. Fisher Investments Workforce Planning Team is searching for an experienced…,Data Analyst (2019-8385),Camas, WA
52,Brillio LLC,Performing routine and ad hoc reporting forbusiness. Work closely with teams to develop standards andtools to effectively manage data center capacity.,Data Analyst,Redmond, WA
53,CBRE,"This is not an IT-type job, but more akin to those who have at least 1-3 years of Business Operations Data support experience. Other duties may be assigned.","Business Operations Analyst, Corporate Real Estate",Tacoma, WA
54,Verisk Financial,"We are looking for someone who has an interest in researching, data entry, and has a strong attention to detail. Good time management and self-motivation.",Data Analyst,Bellevue, WA
55,Logic Rule,"Only Candidates who are authorized to work in the US will be considered for this position. MS Office and Advanced Excel skills (Pivot tables, Charts, KPI…",Project Consulting & Data Analyst,Seattle, WA
56,Adobe,The Adobe Digital Video and Audio (DVA) Data Science team is seeking an experienced data science/analytics professional to help drive a culture of evidence…,Data Science Analyst,Seattle, WA
57,ADURO,"Proven attention to detail and accuracy. Responsible for managing the collection, analysis and reporting of information, as well as planning, designing,…",Data Analyst,Redmond, WA
58,MIRACORP,"MIRACORP Inc., is a veteran, women-owned firm specializing in federal government contract services. One of our competitive advantages is that we provide…",Business Data Analyst (Entry Level),Auburn, WA
59,Starbucks,"Network Optimization Advanced Analytics team leads the network design practice for manufacturing, warehousing, transportation, and last mile delivery network,…","data analyst, operations research - Seattle, WA",Seattle, WA
60,zioqu,"Bachelors or master’s in Business Administration or BA in CS/IT , Information Systems, Business Intelligence, or Business Logistics.",Business Analyst,Seattle, WA
61,User Research International,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and…",Data Analyst,Redmond, WA
62,University of Washington,"Exceptional organizational skills and attention to detail. As a UW employee, you have a unique opportunity to change lives on our campuses, in our state and…",TRANSPORTATION DATA ANALYST,Seattle, WA
63,The Rescue Mission,"3 Weeks Vacation and Paid Holidays. Good clerical skills, with exceptional attention to detail. Rescue Mission Purpose, Vision, and Value Statement.",Data Entry and Reporting Specialist,Tacoma, WA
64,Fred Hutchinson Cancer Research Center,"Very detail oriented and work with a high degree of accuracy. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams…",Business Operations Analyst,Seattle, WA
65,Nestle USA,Nestlé and Starbucks are bringing together the world’s most iconic coffee brands. Starbucks’ robust product portfolio celebrates coffee with rich tradition –…,Sr. Customer Data Analyst,Seattle, WA
66,Jobot,"We are on Forbes fasting growing companies list for 3 years running! Based in Austin, TX, our company offers outsourced sales support solutions to the hotel…",(Remote) Business/Data Analyst,Seattle, WA
67,Advantine Technologies,"Full time, Permanent position or Contract (w2 or Corp-Corp) is also fine. 6+years of work experience (3-5 years will also work if technically very good).","Data Analyst (SQL, PowerBI) Corp-corp is also fine",Redmond, WA
68,Milliman,"Milliman's Seattle Health Practice provides consulting services to clients in the healthcare industry including health plans, government payers, providers and…",Healthcare Management Data Analyst,Seattle, WA
69,University of Washington,"As a UW employee, you have a unique opportunity to change lives on our campuses, in our state and around the world. These positions are open to U.S.",DATA ANALYST,Seattle, WA
70,HCI Group,"Bachelor's Degree in Health Science, Computer Science, Math, Business or related field, or equivalent combination of education and experience/technical training…",Senior Data Analyst,Washington State,
71,Expeditors,Help us change the logistics industry by joining our small but growing Machine Learning team. As our Machine Learning Data Analyst you will put your data skills…,Data Analyst II/III (Machine Learning),Seattle, WA
72,LiveRamp,Has a sense for good design and exceptional attention to detail. LiveRamp is the trusted platform that makes data accessible and meaningful.,Data Analyst,Seattle, WA
73,City of Tacoma,Tacoma Power is excited to be hiring an Asset Management Data Analyst in our Transmission and Distribution (T&D) Section. Communication from the City of Tacoma:,T&D Asset Management Data Analyst,Tacoma, WA
74,CBRE,"CBRE’s Analytics & Business Intelligence Group, based in San Diego, delivers world class. Data-driven solutions to both internal and external stakeholders.",Data Analyst,Seattle, WA
75,Providence Health & Services,"Providence Health and Services is calling a Clinical Data Analyst Trauma (0.5 FTE, Day Shift) to Providence Regional Medical Center Everett, Trauma Injury…",Clinical Data Analyst Trauma,Everett, WA
76,Zoom Information Inc.,"Two years ago, DiscoverOrg's database had less than a million contacts. Today we are at 175 million, and that's the tip of the iceberg.",Data Analyst,Vancouver, WA
77,Liberty Mutual Insurance,The US Trend Monitoring & Reporting team within Global Retail Markets Actuarial Modeling & Analytics is seeking a Senior Business Analyst.,"Senior Business Analyst, US Trend Monitoring & Reporting",Seattle, WA
78,Fisher Investments,California employees accrue up to 17 days of PTO and 3 days of sick time per year. This is a detail oriented role geared towards driving continuous improvement.,Sales Operations Analyst (2019-8344),Camas, WA
79,Big Fish Games,"Life at Big Fish Games. Big Fish Games is an innovative developer and world-class publisher of a diverse portfolio of casual game franchises, including Big Fish…",Senior Data Analyst,Seattle, WA
80,Fisher Investments,California employees accrue up to 17 days of PTO and 3 days of sick time per year. It’s an exciting time to be a member of the Fisher Investments Technology…,Technology Business Analyst (2019-8213),Camas, WA
81,AdColony,We are looking for a Data Analyst who can develop tools that presents data in a useful format for business needs.,Data Analyst,Bellevue, WA
82,Multicare Health System,The reasons to work at MultiCare are as unique as the people who do. Join us for the professional challenges you seek. In the settings you prefer.,HIM Data Integrity Analyst - Auburn,Auburn, WA
83,AdColony GmbH,We are looking for a Data Analyst who can develop tools that presents data in a useful format for business needs.,Data Analyst,Bellevue, WA
84,Pivotal Consulting,"Are you a Data Analyst/Jr. Data Scientist with scripting skills in SQL, Python or R? Do you have experience working with statistical software?",Data Analyst / Data Applied Scientist,Redmond, WA
85,Pactera Technologies,"High attention to detail while observing geographic entities like road names, places, and names on the maps. Responding to guideline ambiguities/changes/updates…",Search Engine Data Analyst,Redmond, WA
86,Team Red Dog,3 to 6 years of experience in business analysis and marketing analysis required. You want steady income and a job that lets you shine doing what you do best.,Marketing Data Analyst,Renton, WA
87,Starbucks,This job contributes to Starbucks success by providing business expertise in identifying and designing improvements on application(s) or database system(s) for…,"business systems analyst, Master Data Systems – Seattle, WA",Seattle, WA
88,Brilliant Infotech Inc.,"3 years of experience in Data Analysis. Need to be EX-employer to Microsoft. Data Analyst, Power BI, SQL, Excel (Pivot, Vlookup, Hlookup)*.",Junior Data Analyst,Redmond, WA
89,CEDENT,"Cedent is a rapidly growing, young and team-oriented organization. Our mission is to provide expertise and counsel rather than resources.",Data Analyst,Redmond, WA
90,BiSoft,"Alternatively, a Master’s degree with 5 years of experience. Perform as the data expert for our products Bi-Pay, and Bi-Grocery.",Systems Data Analyst,Redmond, WA
91,State of Washington Health Benefits Exchange,"Well organized, flexible, proactive, resourceful and efficient with strong attention to detail. The Washington Health Benefit Exchange is a public-private…",Data and Reporting Analyst,Olympia, WA
92,Motus Recruiting and Staffing,"With an applicable Bachelor’s degree, 5 yrs of experience is required. This is a full-time contract position that is part of the Transmission Account Services…",Business Analyst II,Vancouver, WA
93,Varsity Tutors,"The Business Intelligence and Data Science team provides access to clean data, drives decision making using simple and advanced analytical techniques, and…",Director of Data Science and Analytics,Seattle, WA
94,Canviz,"Attention to design, grammar, and spelling detail. Canviz is looking for an experienced business analyst with 3+ years of experience to successfully support…",Business Analyst,Kirkland, WA
95,ProKarma,"ProKarma currently has exciting opportunities for Data Analysts that would like to join our team as a full-time employee in Seattle, WA.",Data Analyst,Seattle, WA
96,Intrinium,"_This job is located in Spokane, WA. Intrinium is an Information Technology and Security Solutions company, providing comprehensive consulting and managed…",Business Analyst,Seattle, WA
97,Starbucks,This job contributes to Starbucks success by providing business expertise in identifying and designing improvements on application(s) or database system(s) for…,"business systems analyst, Master Data Systems – Seattle, WA",Seattle, WA
98,eTek IT Service,8+ years of large enterprise project experience in BI / Analytics / Data warehouse projects. Strong Analytical and problem-solving skills.,Data Analyst,Seattle, WA
99,Washington Health Benef,"Well organized, flexible, proactive, resourceful and efficient with strong attention to detail. The Washington Health Benefit Exchange is a public-private…",Data and Reporting Analyst,Olympia, WA
100,Prokarma Inc.,"ProKarma currently has exciting opportunities for Data Analysts that would like to join our team as a full-time employee in Seattle, WA.",Data Analyst,Seattle, WA
101,Starbucks,This job contributes to Starbucks success by working with customers collaboratively across the enterprise around the globe.,"operations and data analyst, Finance and Accounting - Seattle, WA",Seattle, WA
102,Course5 Intelligence,Requirement in short - (SQL based Transactional Data Analysis). The Data Analyst position is a critical role and will be focused on supporting one of Course5…,Data Analyst,Seattle, WA
103,Zillow,Zillow is currently seeking a Data Science Intern to join the Decision Science team in our Seattle office. Our team is tasked with absorbing billions of rows of…,Data Scientist - Intern,Seattle, WA
104,US Department of Veterans Affairs,"VA encourages persons with disabilities to apply, including those eligible for hiring under 5 CFR 213.3102(u), Schedule A, Appointment of persons with…",Management and Program Analyst,Seattle, WA
105,State of Washington State Investment Board,The Washington State Investment Board (WSIB) is seeking highly qualified candidates to fill an Investment Data Analyst position within the Investment Data…,Investment Data Analyst,Olympia, WA
106,"Amazon.com Services, Inc.","BA/BS in Engineering, Computer Science, Business, Finance or related field. 3+ years of relevant work experience in a role requiring application of analytic…",HR Business Data Analyst,Seattle, WA
107,Ursus,Use data to acquire information about specific topics. Find survey participants and gather the needed information.,Data Analyst IV,Seattle, WA
108,Inviso Corporation,"Must have attention to detail, communication, and organization skills. As part of the sales operations team, the Business Intelligence Analyst will play a key…",Business Intelligence Analyst,Bothell, WA
109,ITL USA,"In the role of Technology Analyst, you will interface with key stakeholders and apply your technical proficiency across different stages of the Software…",Infosys - Azure SQL/ Data Lake - Technology Analyst,Redmond, WA
110,EY,"Bachelor's degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 5 years of progressive, post…","Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",Seattle, WA
111,Liberty Mutual Insurance,"Advance your Career at Liberty Mutual Insurance - A Fortune 100 Company. As a Centralized Reporting Analyst on the Economics Enablement Product Reporting team,…","Senior Business Analyst, Data Strategy and Reporting",Seattle, WA
112,Microsoft,"Microsoft’s Turn 10 Studios, creators of the highly acclaimed Forza Motorsport series, is looking for an analytical and collaborative professional who’s…",Senior Game Data Analyst - Turn 10 Studios,Redmond, WA
113,Microsoft,Are you passionate about leveraging real-world data to solve security problems and helping customers to be more secure in the cloud?,Security Data Analyst II,Redmond, WA
114,"ExtraHop Networks, Inc.",The ExtraHop platform is a novel approach to processing vast amounts of wire data in real-time. Want to join a collaborative team that builds solutions which…,Intern Data Scientist,Seattle, WA
115,Microsoft,Data Scientists at Microsoft help to improve the quality of experiences on our devices and services. We are looking for highly motivated and passionate Data…,Internship Opportunities for PhD Students: Data & Applied Sciences,Redmond, WA
116,Uplight,Rapt attention to detail ensuring that reports are accurate. Do you dream about creating a more sustainable future? What you get to do:,Data Analyst (Ad-Hoc Reporting),Seattle, WA
117,Google,"You possess great attention to detail, and summarize with brevity and impact. Applications for this role will open on October 21st, and close on November 2nd,…","Product Analyst/Business Analyst Intern, Summer 2020",Kirkland, WA
118,Pactera Technologies,"Pactera, leading industry in localization and globalization services, is looking for in-house transcribers to work with us in our Redmond, WA office.",Data Analyst Transcription,Redmond, WA
119,Federal Way Public Schools,The employee must constantly lift/carry up to 5 pounds and must frequently lift /carry up to 10 pounds. Under the direction of the Director of Assessment and…,Data Visualist/Infographics Analyst,Federal Way, WA
120,BOEING,Boeing Business Intelligence and Training Analytics team in Training and Professional Services (T&PS) is committed to promote a data-driven culture by…,Business Intelligence Analyst,Renton, WA
121,"Gee Whiz II, LLC","Gee Whiz, part of the Auvil Fruit family of companies, is a premium grower and producer of Washington apples and cherries sold under the highly regarded _Gee…",Business Intelligence Analyst,Orondo, WA
122,PushPay,"A strong attention to detail will ensure the integrity of analysis, and empower the business to trust summarized outputs. Engagement is the key to community.",BI Analyst,Redmond, WA
123,Saudi Aramco,"As one of the world’s largest fully integrated energy enterprises, Saudi Aramco not only looks for individuals who can meet our expectations but for those…",Data Analyst- Relocation to Saudi Arabia,United States,
124,Confidential - Life Sciences Software,Senior Business Analyst to support our professional services group with requirements and business process gathering for client implementations as well as…,Senior Business Analyst,United States,
125,Volt Workforce Solutions,"This is a BA to Senior BA who is detail oriented, efficient in developing quality documentation, able to quickly build effective relationships, and can…",Business Analyst,Ephrata, WA
126,NFP Corp,"Attention to detail, professional presentation skills and ability to work with complex projects. Attention to detail and ability to consider tasks from multiple…",Data Migration Analyst,Seattle, WA
127,Nestle USA,Nestlé and Starbucks are bringing together the world’s most iconic coffee brands. Starbucks’ robust product portfolio celebrates coffee with rich tradition –…,Sr. Customer Data Analyst,Seattle, WA
128,Costco Wholesale,"The Test Data Management (TDM) Analyst will plan, design, configure, implement, and support Costco’s enterprise test data management capabilities.",Test Data Management Analyst #3251~,Issaquah, WA
129,Seattle Children's - Hospital Main Campus,These three simple words capture what we do at Seattle Children’s –- to help every child live the healthiest and most fulfilling life possible.,Data Analyst Sr,Seattle, WA
130,Decisive Data,"Our organization delivers top-notch business intelligence solutions to our clients. The team is agile, lean, and composed of hard working, smart, self-starting…",Data Analyst,Redmond, WA
131,PACE America Inc,"Generation of application data in a relational data model. Extraction of information from drawings, specifications, and 3D models.",Software Data Analyst Intern – Part-Time,Everett, WA
132,US Department of the Navy,"Within the Department of Defense (DoD), the appointment of retired military members within 180 days immediately following retirement date to a civilian position…",PROGRAM ANALYST,Kitsap County, WA
133,Google,"Applications for this role will open on October 21st, and close on November 20th, 2019. Join us for a full-time, 12-14 week internship during Summer 2020 with…","Data Scientist Intern, PhD, 2020",Seattle, WA
134,PATH,Please include a cover letter with your resume describing your interest in the position and how you meet the qualifications.,"Research and Data Analyst, Malaria and Neglected Tropical Diseases",Seattle, WA
135,Cequint,"The Splunk Analyst is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Data Analyst,Seattle, WA
136,Evosus,"Here’s a snapshot of what we want you to do: You live and breathe the product! Your job is to understand market needs, align the product vision with developers,…",Product Owner / Business Analyst,Vancouver, WA
137,Opti Staffing Group,Attention to detail and calculations. Have a desire and ability to support customer needs with strong attention to detail. Paid Time Off accrued weekly.,Construction Data Analyst,Milton, WA
138,Costco Wholesale,"Minimum 3 years’ Business Analyst/Product Owner experience. Strong work ethic, demonstrated attention to detail and excellent time management skills.",Business Analyst 3337~,Issaquah, WA
139,King County,THIS POSITION IS OPEN TO KING COUNTY EMPLOYEES ONLY. Join the extraordinary team at King County Records & Licensing Services as the Records and Information…,Business Analyst,Seattle, WA
140,Limeade,"Limeade is a software company that elevates the employee experience and helps build great places to work. The Limeade ONE platform offers employee well-being,…",Data Integration Analyst,Bellevue, WA
141,"Brooks Sports, Inc","Effective problem-solver, with extraordinary analytical skills and attention to detail. Brooks is a team of passionate people united by a desire to do…",Data & Analytics Business Analyst / Data Modeler,Seattle, WA
142,"Amazon Web Services, Inc.","2 years of work experience applying data analysis and visualization techniques using tools such as , Quicksight, Domo.","Data Analyst, Sales Enablement",Seattle, WA
143,University of Washington,"As a UW employee, you will enjoy generous benefits and work/life programs. For detailed information on Benefits for this position, click here.",CURRICULUM DATA ANALYST,Seattle, WA
144,Stryker,"Your primary focus with be to analyze, administer and implement programs to establish and maintain quality standards of existing products and services, as well…",Staff Quality Data Analyst,Redmond, WA
145,American Heart Association,Are you ready to join an organization where you can make an extraordinary impact every day? Imagine all Americans enjoying ideal cardiovascular health free of…,Statistical Analyst,Tacoma, WA
146,Coastal Community Bank,Must have excellent attention to detail to ensure timely and effective communication. Here at Coastal Community Bank we take pride in our roots which is why…,FinTech Compliance Data Analyst,Everett, WA
147,Course5 Intelligence,"Blueocean is a next-generation services organization with a deep focus on market intelligence, data analytics, and social intelligence, all uniquely delivered…",Market Research Data Analyst,Redmond, WA
148,Dunhill Staffing Systems,"Develops plans for long-range strategies, organizational goals, objectives and initiatives. Provides data for management review and tracking performance to plan…",Staff Analyst 3 - 39206,Everett, WA
149,Kelly Services,"Kelly Services is seeking a Business Analyst for a multinational company that develops and markets systems, equipment and services for the transport sector in…",Business Analyst,Redmond, WA
150,Inviso Corporation,Strong work ethic and attention to detail. The Inviso BI Analyst is a key member of our organization who works within Inviso project teams to help our clients…,"Sr Business Intelligence Analyst at Inviso in Bellevue, WA",Bellevue, WA
151,Guardian Life Insurance Company,Business Analyst- Remote Opportunities - (19001931). Do you have the desire to be part of an innovative technology group? Part of the CGM finance organization.,Business Analyst- Remote Opportunities,United States,
152,Advantage Resourcing,"7 years of work experience, including 3 years as an analyst or consultant. Data Analyst / Business Analyst - 555262. 6 months with possible extensions.",Data Analyst / Business Analyst,Kirkland, WA
153,Seven Resourcing,"The CSV & Data Integrity Consultant will be instrumental in key IT Validation and Data Integrity requirements. FDA, MHRA, GxP and company standards.",CSV & Data Integrity Consultant,Seattle, WA
154,TRA Medical Imaging,Attention to detail and focused on accuracy. Work requires high attention to detail and the ability to handle mentally stressful situations.,Business Analyst,Tacoma, WA
155,WSP USA,"As a member of WSP’s Data Informatics Group, you will be part of a growing organization that is at the heart of transportation planning and data science.",Transportation Analyst/Data Scientist,Seattle, WA
156,Sound Physicians,"As a technical data analyst on the Sound Physicians Enterprise Data Management (EDM) team, you will be working with business and technical stakeholders in…",Technical Data Analyst,Tacoma, WA
157,BRS,"PetroCard is ‘More than just fuel’, we are the leader in Cardlock, Mobile Fueling and Fuel Distribution solutions.",Sr. Data Analyst*,Kent, WA
158,"Amazon.com Services, Inc.","Strong critical thinking, verbal and written communication skills, and attention to detail. BS degree in Accounting, Tax, Finance, a related field or equivalent…","Data Analyst, Tax Technology",Seattle, WA
159,DESC,"Reconcile KCICN Payment and Adjustment Cycle Detail Reports. Medical, Dental, Life, Long-term Disability. Employee Assistance Program (EAP), Flexible Spending…",Health Integration Data Analyst,Seattle, WA
160,Terex Corporation,The Terex Intern Program immerses high potential students in challenging real-world projects which directly help drive business results at our global…,Data Science (Telematics) Intern,Redmond, WA
161,Crane Co.,Minimum 5 years of work experience in data analytics focused on baselining large and diverse data sets and anomaly detection. Degree in a related field.,Global Data Threat Analyst,Lynnwood, WA
162,Stryker,"The Customer Data Management Analyst supports the management of information security, data protection, data quality and exchange.",Customer Data Management Analyst,Redmond, WA
163,ConMet,We are unable to provide any visa sponsorship of any kind (including H1b or OPT) for this position—all applicants must have permanent legal ability to…,Data Analyst (IoT Connected Products),Vancouver, WA
164,AG Consulting Partners,"Are you an energetic Project Manager with experience in data analytics, data sourcing and data modeling? Can you work comfortably with challenging projects and…",Data Analytics Project Manager,Redmond, WA
165,Insight Global,Tableau Desktop or Tableau Server. Model Creation (Regression or Predictive). Experience in Data Acquisition and Report Automation.,Sr. Business Intelligence Analyst,Tacoma, WA
166,Leidos,Program Analyst – Data Analytics Support. The Leidos Civil Group is seeking a Program Analyst to join the National Airspace System (NAS) Integration Support…,Program Analyst – Data Analytics Support,Des Moines, WA
167,"Amazon.com Services, Inc.","BS/BA in a quantitative field such as Mathematics, Statistics, Engineering, Computer Science, Information Systems, quantitative Social Sciences or related field…",Business Analyst,Seattle, WA
168,"Amazon Web Services, Inc.","BA/BS in Finance, Accounting, Business, Economics, or a highly analytical field (e.g., Engineering, Math, and Computer Science) or equivalent and a minimum 3…",Financial Analyst - AWS Data Center Infrastructure,Seattle, WA
169,Logic20/20,Strong project coordination skills and attention to detail. Logic20/20 is one of Seattle’s fastest growing full service management consulting firms and was…,"Data Analyst, Marketing",Redmond, WA
170,Microsoft,Ensure accuracy of data analysis with attention to detail and a focus on delivery excellence. This great opportunity at Microsoft is a global role that will be…,Senior Data Analyst,Redmond, WA
171,"Amazon.com Services, Inc.","Completed Bachelor’s Degree in Logistics, Transportation, Industrial Engineering, Business Administration, Math, Computer Science, Information Systems, or…","Business Analyst, Air",Seattle, WA
