,company_name,job_summary,job_title,City,State
35,Avery Dennison,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender…",Data Science Internship,Mentor, OH
36,Marathon Petroleum Corporation,Marathon Petroleum Company LP is an Equal Opportunity Employer and gives consideration for employment to qualified applicants without discrimination on the…,Data Scientist,Findlay, OH
37,Fifth Third Bank,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…",Data Scientist.,Cincinnati, OH
38,Huntington Bank,"In this role you will work within our Data Science and Predictive Modeling team and partner with data architecture, indirect lending, and consumer bank…",Data Scientist,Columbus, OH
39,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Master’s Degree,Cincinnati, OH
40,Moen,"Hands-on experience applying machine learning and predictive analytics is strongly preferred.Hands-on experience performing data mining, manipulating large…",Data Scientist - Supply Chain,Cleveland, OH
41,"UES, Inc.","We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation,…","Associate Director - Machine Learning, AI, and Computational Modeling",Dayton, OH
42,"Cognosante, LLC",Work on providing guidance to states on implementation of their large-scale system enhancements as it relates to Medicaid and CHIP data.,Senior Medicaid Data Analyst,United States,
43,Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Data Scientist II,Columbus, OH
44,Centauri,"Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.).",Data Scientist,Beavercreek, OH
45,Ezra Penland Actuarial Recruitment,Midwest insurer seeks a Commercial Lines Insurance Data Scientist for Position 85988.Must have commercial lines experience.,Commercial Lines Insurance Data Scientist (Actuary) #85988,Cincinnati, OH
46,Progressive,"As a member of the Pricing Data Science team, you’ll use advanced analytical, machine learning and data transformation techniques to develop practical tools and…",Data Scientist Senior or Lead,Mayfield Village, OH
47,The AES Corporation,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, sexual orientation,…",Data Scientist,Dayton, OH
48,Kognetics,"Working closely with the technology and learning teams, the DataScientist will be responsible for the following:Creating infrastructure for thedelivery team;",Senior Data Scientist,Gahanna, OH
49,The J. M. Smucker Company,"As a member of the MDO Analytics team, the Data Science Intern will work directly with business partners on one large anchor project and several smaller…","Intern, Market Development Organization - Data Science",Akron, OH
50,Cardinal Health,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…",Data Scientist - Machine Learning Architect,Dublin, OH
51,"BGI, LLC","BGI is a unique and innovative veteran-owned small business that brings together highly experienced leaders and managers, instructors, operators, training…",Data Science Software Engineer - Entry Level,Akron, OH
52,Goodyear,"The program allows the organization to build a pipeline of candidates for future permanent openings, and the students gain a better understanding of the various…",Data Science Intern - Global Technology,Akron, OH
53,Lubrizol Corporation,"Qualified applicants will receive consideration for employment without regard to sex, race, color, national origin, citizenship, age, religion, marital status,…",Data Scientist/Statistician (PhD Level),Wickliffe, OH
54,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Masters,Cincinnati, OH
55,T-CETRA LLC,"_T-CETRA provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Senior Data Analyst,Dublin, OH
56,GE Aviation,"Employment decisions are made without regard to race, color, religion, national or ethnic origin, gender (including pregnancy), sexual orientation, gender…",Staff Data Scientist,Cincinnati, OH
57,Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Cyber Data Scientist I,Columbus, OH
58,The J. M. Smucker Company,"As a member of the centralized, enterprise Data Science team, the Data Science Intern will work directly with business partners on one large anchor project and…","Intern, Information Services - Data Science",Akron, OH
59,Procter and Gamble,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status,…",Experienced Data Scientist,Cincinnati, OH
60,Procter and Gamble,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status,…",Data Scientist-R&D,Cincinnati, OH
61,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Master’s Degree Internship,Cincinnati, OH
62,JP Morgan Chase,"The Data Scientist will utilize experience exploring data, applying advanced statistical techniques, and designing machine learning algorithms to create…","Data Scientist Associate, Workforce Analytics",Columbus, OH
63,Upstart,"Upstart is an equal opportunity employer and all qualified individuals will receive consideration for employment without regard to race, color, religion, sex,…",Data Scientist,Columbus, OH
64,Worldpay,Ability to leverage Machine and Deep learning modeling to solve complex business problems.The Finance Data Scientist designs and develops methods and systems…,Finance Data Scientist,Cincinnati, OH
65,Lubrizol Corporation,"Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender…",Data Scientist/ Statistican Intern (PhD Level),Wickliffe, OH
66,CVS Health,"This role is critical to the successful growth of the business and will analytically support new and existing products, processes and services that have a…",Senior Statistical Analyst,Cincinnati, OH
67,Gravity Infosolutions,"In Statistics, Applied Mathematics, Economics, Computer Science, Data Science, Business Analytics, Operation Research, Software Development, or a similar…",Data Scientist,Cincinnati, OH
68,Clarigent Health,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Data Scientist,Mason, OH
69,Ball Aerospace,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Cognitive Data Scientist (668388),Dayton, OH
70,Buckeye Community Health Plan,"Master’s degree in Statistics, Mathematics, Computer Science, Informatics, Econometrics, Engineering, Experimental Science with 3+ years of experience or…",Data Scientist II,Columbus, OH
71,Seamless.AI,"Build, measure, analyze and optimize machine learning and statistical models that will have a direct impact on the Seamless.AI contact and company profiles.",Data Scientist/Engineer,Columbus, OH
72,Progressive,"As a member of the Claims Data Science team, you’ll use machine vision and machine learning in applications that solve complex problems.Your Role on the Team.",Data Scientist Computer Vision,Mayfield Heights, OH
73,JP Morgan Chase,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Marketing Campaign Analytics Data Scientist - Consumer Bank,Columbus, OH
74,Progressive,"This position will integrate closely with leadership of both the assigned Platforms and related IT projects, work closely with peer IT Control Portfolio Leads,…",Data Analyst Senior,Mayfield Village, OH
75,Pronix Inc,"EMR, Claims Data, Data Analyst, SQL, Story Telling, Data Visualizations, Qlik Sense(BI), Power Point, Excel.",Sr. Health Care Data Scientist - 8+ Years,Columbus, OH
76,Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Scientist Graduate Intern (Summer 2020),Columbus, OH
77,DSW,"We do not discriminate against any protected class including race, color, religion, religious creed, gender, sex, national origin, age, physical disability,…",Summer 2020 Internship Program - Data Science,Columbus, OH
78,"Cornerstone Research Group, Inc.","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected…",Artificial Intelligence and Machine Learning Developer,Miamisburg, OH
79,Tenet3,Data scientists will complement and work with our team of in-house research scientists and engineers who are creating cutting edge hardware and software systems…,Data Scientist,Dayton, OH
80,Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Data Scientist III,Columbus, OH
81,Credence LLC,Utilize text analysis and machine learning techniques to understand and define large unstructured data to include 3-5 Million Air Force Contracts.,Data Scientist,WP Air Base, OH
82,Nestle USA,Provide analytics knowledge and support to the business process lead network.Strong analytical aptitude with a proven ability to analyze/interpret data and…,Statistical Modeling & Forecasting Scientist,Solon, OH
83,Booz Allen Hamilton,"We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…","Open Source Data Scientist, Mid",Dayton, OH
84,Chase,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Marketing Campaign Analytics Data Scientist - Consumer Bank,Columbus, OH
85,American Heart Association,"Additional responsibilities include organization, analysis, and reporting of data collected from various sources, including AHA program data and national health…",Statistical Analyst,Cleveland, OH
86,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-PhD Degree,Cincinnati, OH
87,JP Morgan Chase,"2+ years experience as a data scientist or data architect with technical expertise in programming languages and common data science toolkits, such as Python, R,…",Data Scientist/Solution Architect,Columbus, OH
88,JP Morgan Chase,"Our modelers work directly with each line of business, Consumer Banking, Business Banking, Auto Finance, Credit Card and Commerce Services, Chase Wealth…",CCB - Quantitative Modeling/Data Science Associate,Columbus, OH
89,Fifth Third Bank,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…",Senior Data Scientist,Cincinnati, OH
90,Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Research Associate,Columbus, OH
91,American Chemical Society,Proven track record of various artificial intelligence and machine learning techniques to create models that drive significant business results.,Data Scientist,Columbus, OH
92,Nationwide Children's Hospital,The Data Scientist II position will be part of a team of Data Scientists and Analysts working to organize and analyze large sets of data or complex data sets to…,Data Scientist II - RI Solutions & Innovations,Columbus, OH
93,Owens-Illinois,"O-I is an Equal Opportunity Employer, and does not discriminate against any employee or applicant for employment because of race, color, sex, age, national…",Data Science Intern - Global HQ,Perrysburg, OH
94,Signet Jewelers,This position is responsible for the analysis of the Department business data.Works closely with leadership to develop reports and analytic insights that lower…,Sr. Store Development Data Analyst,Akron, OH
95,Progressive,"The ideal candidate will have strong technical and analytical skills, in addition to good communication as they will often lead conversations with said business…",Data Analyst to Data Analyst Sr,Mayfield Heights, OH
96,Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Co-op (Spring 2020),Columbus, OH
97,American Heart Association,"Automation, machine learning, deep learning, advanced analytics, data science, data aggregation & visualization.Job Family Group Business Operations.",Lead Health Data Science Assets,Cleveland, OH
98,Root Insurance Company,"We’re responsible for the full stack of data analytics, from querying or procuring data, cleaning data, feature generation, problem formulation, error/success…",Director of Data Science,Columbus, OH
99,JP Morgan Chase,We work closely with our partners throughout JPMorgan Chase to assess and execute critical business decisions.Information about JPMorgan Chase & Co.,CCB - Quantitative Modeling/Data Science - Vice President,Columbus, OH
100,84.51°,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Lead Data Scientist - Healthcare,Cincinnati, OH
101,84.51°,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Lead Data Scientist - Healthcare,Cincinnati, OH
102,PatientPoint,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Senior Business Intelligence & Data Science Analyst,Cincinnati, OH
103,PRA Health Sciences,"The Associate Director of Data Science will be responsible for the development, implementation, quality, and effectiveness of the assigned Custom Analytics…","Associate Director, Data Science - Custom Analytics",United States,
104,SearchBright Group,"Knowledgeable in Data Science and machine learning, deep learning, AI and related tools such as:They will partner with and provide consultative support to…",Senior Data Scientist,Cincinnati, OH
105,Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Intern (Summer 2020),Columbus, OH
106,Federal Reserve Bank of Cleveland,"We are seeking a student to work within our Supervision & Regulation department delivering NLP, Text Mining, and Machine learning Analytics solutions to support…",2020 Summer Internship - Bank Supervision/Data Science,Cleveland, OH
107,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-PhD Internship,Cincinnati, OH
108,JP Morgan Chase,"Knowledge of modern data mining, quantitative research, and data science techniques (e.g., decision trees, regressions, machine learning, string similarity,…","Commercial Banking –Executive Director - Data Science, Analytics & Insights",Columbus, OH
109,Fifth Third Bank,Fifth Third Bank is proud to have an engaged and inclusive culture and to promote and ensure equal employment opportunity in all employment decisions regardless…,Decision Scientist,Cincinnati, OH
110,"Amazon Web Services, Inc.",Amazon Web Services is looking for a highly motivated Technical Business Development Manager to support our customers who work with shared healthcare and life…,AWS Technical Business Development Mgr. - Life Science and Genomics - Open Data,Ohio,
111,Fractal Analytics,"6-7 years of overall experience working with data science methodologies & techniques like dimensionality reduction (PCA, Factor Analysis, etc.), clustering …",Senior Data Scientist - Insurance,Columbus, OH
112,Diebold Nixdorf,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, marital…",Computer Science/Engineering Co-Op - Proactive and Data Architecture Technologies,North Canton, OH
113,The E.W. Scripps Company,"This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent -…","Data Analyst, Predictive Modeling",Cincinnati, OH
114,"BGI, LLC","BGI is a unique and innovative veteran-owned small business that brings together highly experienced leaders and managers, instructors, operators, training…",Mid-Level Data Science Software Engineer,Akron, OH
115,"Cincom Systems, Inc.","In this role, they will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical…",Sr. Data Analyst (with Business Intelligence Experience),Cincinnati, OH
116,i-Pharm Consulting,Strong statistical foundation with a wide breadth of interest and expertise in classical and modern statistical and machine learning methods.,Principal Statistician - TOP 5 GLOBAL PHARMA - 100% Remote,United States,
117,Cincinnati Children's Hospital,Starting in July 2020 (but possibly sooner) Looking for someone to spend 1-2 years working to help on medical artificial intelligence projects in the department…,Artificial Intelligence in Medicine Fellowship,Cincinnati, OH
118,GE Aviation,"The Data Science & Analytics Intern will give to the development and deployment of modern machine learning, operational research, semantic analysis, and…",Data Science & Analytics Intern - Summer 2020,Cincinnati, OH
119,Earnin,We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in…,Senior Data Scientist,Cincinnati, OH
120,Ohio State University Medical Center,Writes programs using statistical software which may include developing special statistical programs for which no packaged software exists;,Research Statistician,Columbus, OH
121,New York Community Bancorp Inc (NYCB),"NYCB is an equal opportunity employer that prohibits discrimination in hiring or terms and conditions of employment on the basis of race, color, age, sex,…",Business Statistician,Cleveland, OH
122,"Modern Technology Solutions, Inc. (MTSI)",Candidates must have good analytic skills and the ability to apply them in a multi-tasking environment where more than one project may require his/her…,Machine Learning Developers/Engineers,Beavercreek, OH
123,UES,"We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation,…",Machine Learning Scientist,Dayton, OH
124,Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Test & Control Data Scientist-PhD Degree,Cincinnati, OH
125,Etegent,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sexual orientation, gender identity, national origin…",Machine Learning Research Scientist,Cincinnati, OH
126,"Columbus, OH 43215 (Downtown area)","It is our policy to ensure that applicants are considered for employment based on their qualifications without regard to their race, religion (including…",Sr. Business Data Analyst,Columbus, OH
127,"NCI Information Systems, Inc.","It is the policy of NCI to provide equal opportunity in recruiting, hiring, training, and promoting individuals in all job categories without regard to race,…",AI Engineer,Columbus, OH
128,"Wright-Patterson AFB, OH","The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Explainable Artificial Intelligence and Topological Data Analysis (Full-Time),Wright-Patterson AFB, OH
129,Cardinal Health,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…","Consultant, Operations Research & Data Science",Dublin, OH
130,NetJets,"The Data Analyst, Senior will act as a data and business intelligence subject matter expert and work closely with business stakeholders to collect requirements…",Sr. Data Analyst,Columbus, OH
131,"Lockton, Inc.","Lockton is seeking an experienced Senior Health Analyst to work with Lockton colleagues and clients to analyze medical, pharmacy, disease management and…",Senior Health Data Analyst,Nova, OH
132,"Cincinnati, OH","A research opportunity is currently available with the Division of Field Studies and Engineering (DFSE), within the National Institute for Occupational Safety…",CDC Data Science Fellowship,Cincinnati, OH
133,"Insight Enterprises, Inc.","Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex,…",Data Architect,Cincinnati, OH
134,Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Research Associate,Columbus, OH
135,Upstart,"Experience in productionalizing, deploying, and training machine learning models (we use python and sklearn, but experience in any language is valuable).",Machine Learning Engineer,Columbus, OH
136,Avani Technology Solutions Inc,"The ideal candidate should have strong background in data analytics, Tableau development, SQL, and ecommerce strategy/operations/or marketing.",Sr. Data Analyst - Tableau Dashboard Develope,Cincinnati, OH
137,"WorldPay US, Inc.",Typically requires a minimum of 5 years of related experience with a Bachelor's degree in computer science or equivalent field;,Senior Data Analyst,Cincinnati, OH
138,i-Pharm Consulting,Senior Statistical Programmer / Snr Stats Programmer / Senior SAS Programmer / CDISC / SDTM / ADaM / CRO / Clinical / Research / Statistical / Programmer / GCP …,Senior Statistical Programmer – 100% Home Based – CRO,United States,
139,"Wright-Patterson AFB, OH","The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Explainable Artificial Intelligence and Topological Data Analysis (Part-Time),Wright-Patterson AFB, OH
140,"Morgan Business Consulting, LLC",Possess excellent problem-solving and analytical skills with ability to clarify and resolve complex issues by breaking them down into meaningful components to…,Senior Analyst - Logistics Data Analyst,Beavercreek, OH
141,Progressive,As a Data Analyst you will be responsible to build a data and reporting strategy to provide meaningful and actionable insights that will be leveraged across…,Data Analyst Senior to Lead,Mayfield Village, OH
142,Aver Inc.,"Qualified applicants will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, disability, or…",Senior Healthcare Data Analyst,Columbus, OH
143,Medpace,"Please be advised that a Medpace employee will never ask you for a credit card, send you a check, or ask you for any type of payment as part of consideration…",Statistical Analyst I,Cincinnati, OH
144,"Insight Enterprises, Inc.","Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex,…",Data Developer/Architect,Columbus, OH
145,"UES, Inc.","We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation,…",Machine Learning Scientist (Additive Manufacturing),Dayton, OH
146,Georgia Tech Research Institute,"Additional duties include modeling and simulation, data mining to identify trends and patterns, statistical analysis of data generated as part of the research…","Data Science Researcher I/II Dayton, OH - ACL",Dayton, OH
147,"Cincinnati, OH","In collaboration with other ORD research, this research project will apply data mining, machine learning, and transport modeling principles to quickly and…","Chemical Source Modeling Using Data Mining, Statistics, and Machine Learning",Cincinnati, OH
148,Path Robotics,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability or protected…",Artificial Intelligence Researcher I Deep Reinforcement Learning,Columbus, OH
149,i-Pharm Consulting,"Extract information from the system during trial, Validate software, Provide project support on the statistics reporting process and Leading the development of…",Senior Statistical Programmer – 100% Remote – Consultancy,United States,
150,Systems Evolution Inc.,"Experience with statistical and mathematical modeling, artificial intelligence and machine learning software and methods.A curiosity for new technology.",Data & Analytics Consultant (CIN),Cincinnati, OH
151,"T-Cetra, LLC","Experience in analysis, mappings, modeling, designing and implementing quality data management solutions working closely with key business stakeholders.",Senior Data Analyst,Dublin, OH
152,Nationwide Mutual Insurance Company,"A familiarity with the principles of machine learning, applied predictive modeling, Bayesian modeling, and time series forecasting methods is preferred, and an…","(Project Staff) Specialist, Data Science",Columbus, OH
153,RevSpring,Identify/develop appropriate machine learning/deep learning/data mining/text mining techniques to uncover the value of the data.,Statistician,Newark, OH
154,ComResource,We need an experienced Deep Learning Engineer to support new and ongoing development of the Pathology platform in set up and integration of Artificial…,Deep Learning Engineer,Columbus, OH
155,Riverside Research,The Research Scientist will work on ground-breaking research to solve pressing problems in the realm of Machine Learning and Artificial Intelligence.,Machine Learning Research Scientist - Machine Learning Lab,Beavercreek, OH
156,Huntington Bank,"If you consider data as a strategic asset, evangelize the value of good data and insights, enjoy working with teams, have a deep understanding of business…",Enterprise Data Community of Practice Leader,Columbus, OH
157,Systems & Technology Research,"Develop, implement, and apply advanced statistical machine learning techniques to problems in social media, graph analytics, text analytics, activity-based…","Machine Learning Researcher - Dayton, OH",Beavercreek, OH
158,"TACG, LLC","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Senior Data Analyst,Wright-Patterson AFB, OH
159,Riverside Research,High degree of proficiency with programming languages and software packages related to the development of artificial intelligence and machine learning…,Machine Learning Engineer,Wright-Patterson AFB, OH
160,Fractal Analytics,"Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years).The Engagement Manager will effectively collaborate…",Engagement Manager / Lead Data Scientist,Columbus, OH
161,Comcentric,"We are seeking Machine Learning Developer to join our team for a Permanent Position in Cincinnati, OH to implement and adapt Machine Learning algorithms and…","Machine Learning Developer Cincinnati, OH",Cincinnati, OH
162,84.51°,Our data science team leverages large volumes of data to develop powerful sciences using cutting edge machine learning and mathematical techniques to improve…,"Director, Digital Media Analytics & Data Science",Cincinnati, OH
163,Progressive,"If you enjoy developing product models that contribute to top-line growth, analyzing data to identify trends and improve products, then we have a role for you.",Statistical R&D Analyst to Senior,Highland Heights, OH
164,Centauri,"The Machine Learning Engineer (Journeyman) position is a key part of our solution to provide a broad range of professional acquisition, engineering, scientific,…",Machine Learning Engineer,Beavercreek, OH
165,Systems & Technology Research,"All qualified applicants will receive consideration for employment without regard to race/ethnicity, religion, gender, sexual orientation, disability status,…","Machine Learning Engineer - Dayton, OH",Beavercreek, OH
166,Cincinnati Children's Hospital,"Candidatesshould expect to conduct multiple machine learning and NLP-focused projects andcontribute to decision tools, applied patient safety and health care…","Research Fellow - Digital Health, Data science and Artificial Intelligence",Cincinnati, OH
167,Etegent,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sexual orientation, gender identity, national origin…",Machine Learning Research Engineer,Cincinnati, OH
168,Booz Allen Hamilton,"We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…","Data Analyst Developer, Senior",Beavercreek, OH
169,KPMG,"All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin,…","Senior Associate, Federal Data Analyst",Columbus, OH
170,"UES, Inc.","Is seeking an entry level Scientist in the areas of computational physics, machine learning and optimization, to serve as a collaborative member of the Soft…",Research Scientist - Computational Physics and Machine Learning,Dayton, OH
