position|company|description|reviews|Region|City|State
data analyst|U.S. Bank|"U.S. Bank is seeking a Data Analyst in Information Security to work within the Information Security Service's Metrics team with demonstrated competence and leadership experience to contribute toward the success of our technology initiatives. Provides technical expertise in development and support of all activities, processes, and tools for protecting technology-based information. Leads enterprise-wide definition, establishment, and maintenance of data, security-related data infrastructure, applications, and processes. Provides technical data support to management, security administrators, and network operations. Documents metric creation policies and procedures. Provides implementation support for risk assessment and data security procedures and products.

This role will work directly with subject matter experts to ensure requirements are understood and implemented and will communicate effectively with management on the progress of assigned initiatives. This role will ensure all data acquisition, sharing and results of applied recommendations are compliant with company standards and best practices. We're looking for someone with the ability and drive to learn new technologies and can manage their work independently of management oversight.



*Qualifications:**


Basic Qualifications



Bachelor's degree or equivalent work experience
At least five years of experience with the processes, tools, techniques and practices for assuring adherence to quality standards associated with developing, enhancing and operationalizing application systems and databases


Preferred Skills/Experience



At least five years of experience within an information technology (IT) environment.
At least five years of experience with tools, facilities and techniques for managing and administering data. Experience should include tools such as Informatica, DataStage, SQL Server Integration Services and various RDMBSes.
Experience using reporting with advanced BI tools such as Tableau, Power BI and/or WebFocus
Experience using SQL for querying data and for data manipulation/transformation
Strong analytic skills with the ability to extract, collect, organize, analyze and interpret results for insights
Ability to analyze data and present insights in a meaningful way
Ability to develop and maintain strategic partnership with business partners and project sponsors, as well as communicate effectively with development teams, end users, and product owners
Strong decision-making and problem-solving skills
Effective interpersonal, verbal and written communication skills
Strong attention to detail

Extensive experience in:

Technical writing/documentation
Change control
IT standards, procedures, policy

Subject matter familiarity with:

Information technologies
IT environment
Information management
Information architecture
Information audits
Information administration
*Job:** Information Technology
*Primary Location:** United States
*Shift:** 1st - Daytime
*Average Hours Per Week:** 40
*Requisition ID:** 190039408


U.S. Bank is an Equal Opportunity Employer committed to creating a diverse workforce.

U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors."|3|South|Owensboro| KY
data analyst|Grace Health|"Essential Duties & Responsibilities:

* Ability to translate EHR data into meaningful data outcomes required.

* Advanced computer and internet skills required, including familiarity and comfort with various Electronic Health Record applications.

* Reviews results and records in EHR. Helps prioritize routine , urgent, and emergent needs

* Works with Referral Coordinator(s), Hospital Tracking, and Case Managers

* Follow through with physician's instructions regarding follow-up of laboratory results, medication changes, follow-up appointments, and referrals

*Acts as a resource person

*Have computer knowledge to assist in data entry to facilitate patient care

*Assist with phone triage and scheduling as needed

*Perform all other duties as assigned

Job Type: Temporary

Experience:

Electronic Medical Records Systems: 1 year (Preferred)Computer Operation: 2 years (Preferred)
"|0|South|Corbin| KY
data analyst|Bellarmine University| Location:  Louisville, KY  Category:  Staff Positions  Posted On:  Tue Dec 3 2019  Job Description:Bellarmine University welcomes all qualified applicants to apply for the position of Enrollment Systems and Data Analyst. Reporting to the Assistant Vice President of Operations, Systems and Strategic Initiatives, the Enrollment Systems and Data Analyst is responsible for selecting methods, techniques and evaluation criteria for obtaining results, and works on complex issues and/or data requiring an in-depth evaluation of variable factors. This position provides departmental and divisional insight in the development, organization, coordination and evaluation of cross-functional dep...|5|South|Louisville| KY
data analyst|Republic Bancorp, Inc.|"POSITION PURPOSE AND OBJECTIVES:

The Data Analyst II will leverage a set of data technologies and business knowledge to help the company solve advanced business problems and identify growth opportunities. This position consults with multiple areas of Bank operations (Marketing, Sales, Technology, Finance, and Executive), and will collaborate closely with all levels of leadership to define business challenges and strategic objectives, develop and implement statistical/data mining models, analyze data (internal and external) and present findings. This position will be instrumental in helping Business Intelligence, a central analytics and reporting team for the Bank, advance the use of data within the company to better understand business trends as well as to predict future possibilities.

MINIMUM QUALIFICATIONS:

Bachelor's degree in Analytics, Finance, Statistics, Business or other quantitative field, or equivalent experience required.
Minimum of 3 years of work experience in a challenging analytical role required. Must be able to uncover insights from data and provide recommendations that improve business performance.
Demonstrated proficiency with SQL Server technology, including T-SQL query language and Data Mining.
Experience with statistical analysis, regression modeling and forecasting, time series analysis, data mining, and financial analysis required.
Demonstrated proficiency in the following competencies preferred: Banking Industry Knowledge, Business Analysis, and Marketing.
Proficiency in Microsoft Office Products and internet applications required.

ESSENTIAL JOB FUNCTIONS AND RESPONSIBILITIES:

Lead discovery on business challenges and strategic objectives as they relate to Business Intelligence projects.
Identify, analyze, and interpret trends or patterns in complex data sets.
Apply innovative modelling and analytical approaches to draw conclusions and provide actionable recommendations to answer the business objective/question.
Provide valued information based on analysis and create communications that provided the analysis to the business in terms they can understand and utilize.
Deliver complex analysis/findings in a manner that conveys understanding, influences senior executives, garners support for recommendations, drives business decisions, and influences business strategy.
Work cross-enterprise to identify and validate necessary data sources and elements.
Create insightful analytical reports for presentation and communication of the data.
Attend regular Business Intelligence strategy meetings with Executive management.
Maintain a working knowledge of compliance requirements affecting your position and area of responsibilities and actively learn new regulations and assist in the implementation, if required.
Model and foster behaviors that support the Bank's values and corporate culture creating an atmosphere of trust, cooperation, accountability and dedication to the organization.
Willingly perform all other duties and projects assigned.

INTERPERSONAL SKILLS AND COMPETENCIES REQUIRED:

Ability to lead cross-functional teams and control a project.
Candidate must possess excellent verbal and written communications skills.
Meticulous to detail and extremely organized.
Able to handle a certain level of autonomy, as well as, ambiguity, as business requirements are not always spelled out.

PHYSICAL REQUIREMENTS:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to sit, talk, hear and use hands to finger, handle, or feel objects, tools, or controls. The employee is occasionally required to stand and walk. The employee occasionally may lift and/or move up to 10 pounds. Specific vision abilities required by this job include close vision, color vision, peripheral vision, depth perception, and the ability to adjust focus. The noise level in the work environment is usually moderate.

OTHER REQUIREMENTS:

Travel between Republic Bank facilities may be required.
Occasional out-of-town travel is required.
Stay abreast of new developments, best practices, and statutory and regulatory changes.
Flexible work schedule that will include some evenings, weekends and overtime work.


The above is intended to describe the general content of and requirements for the performance of this position. It is not construed as an exhaustive statement of duties, responsibilities or requirements.SDL2017"|5|South|Louisville| KY
data analyst|University of Kentucky|"Job Summary

The Revenue Management department is seeking a Health Data Analyst to support the department's mission of providing timely and compiled information to clinicians and other ancillary personnel in support of education and legal requirements. The position supports reducing accounts receivable, and will be responsible for coding, abstracting, and compliance, as well as providing exceptional customer service.

Essential duties include, but are not limited to: Analyzing outpatient clinical documentation and diagnostic results as appropriate to extract data and apply appropriate ICD-10-CM, CPT-4, HCPCS and modifier codes for hospital reimbursement, Assigning diagnosis and procedures supported by the health record documentation, and abstracting, coding and assigning necessary demographic and clinical data elements required for outpatient records.

This position will also communicate with medical staff, hospital and clinic staff, and external representatives as relates to coding functions and documentation requirements, as well as meet daily, weekly and monthly Accounts Receivable goals set by Administration.

Skills / Knowledge / Abilities

Medical Terminology, Human Anatomy & Physiology, ICD-9CM and CPT-4, Typing, Computer use

Does this position have supervisory responsibilities? No Preferred Education/Experience

RHIA, RHIT

Deadline to Apply 12/08/2019 University Community of Inclusion

The University of Kentucky is committed to a diverse and inclusive workforce by ensuring all our students, faculty, and staff work in an environment of openness and acceptance. We strive to foster a community where people of all backgrounds, identities, and perspectives can feel secure and welcome. We also value the well-being of each of our employees and are dedicated to creating a healthy place to work, learn and live. In the interest of maintaining a safe and healthy environment for our students, employees, patients and visitors the University of Kentucky is a Tobacco & Drug Free campus.

As an Equal Opportunity Employer, we strongly encourage veterans, individuals with disabilities, women, and all minorities to consider our employment opportunities.

Any candidate offered a position may be required to pass pre-employment screenings as mandated by University of Kentucky Human Resources. These screenings may include a national background check and/or drug screen.SDL2017"|4|South|Lexington-Fayette| KY
senior data analyst|Louisville Metro Government|"
DescriptionESSENTIAL FUNCTIONS:

Analyzes data from internal and external sources

Helps design framework for data collection to effectively measure program outcomes and impact

Tells the story in the numbers in a way that is easy to understand, through written analysis, data visualizations, and public presentationsExamples of DutiesProvides technical support to data collection and analysis functions of the department

Helps design data collection plans to measure program outcomes and effectiveness

Retrieves, processes and makes accessible data from various sources for internal and external users

Links, converts or saves data into database, spreadsheet or graphic format

Performs statistical and qualitative analysis on data gathered from operational and financial data systems to optimize decision-making

Oversees and conducts program evaluation

Creates program and organizational reports, including data visualizations and written analysis

Fosters a culture of empowerment and ownership to resolve issues and improve operations

Responds to regular data requests in a professional and timely manner

Performs related work

Assists with enterprise-wide data policy and adoption around quality, standards and enforcement

Develops and leads employee training on the use of data tools, reports and techniques

Engages with residents at public events, by email or social media

Solicits financial and in-kind support from businesses, foundations and organizations to promote and implement projects and initiativesMinimum RequirementsMaster's degree

Business Administration

Computer Science

Data Analytics

Economics

Engineering Technology

Information Systems

Information Technology

Mathematics

Public Administration

Statistics

Urban Planning

Related field

WORK EXPERIENCE

Two years of program evaluation or data analysis experience

OTHER MINIMUM REQUIREMENTS

Must provide one's own source of transportation

Must work a varied schedule

Occasional evening and weekend work

Some out of state or international travel possible

Must submit to fingerprinting for criminal history check

EQUIVALENCY

An equivalent combination of education and experience may be substituted

PHYSICAL REQUIREMENTS AND WORKING CONDITIONS

Meets regular and punctual attendance standards and any special needs of the position as determined by management, including mandatory overtime and performing related work

SKILLS AND ABILITIES

Knowledge and experience with new media technologies and social media platforms

Ability to make decisions based on working knowledge and sound ethical judgments is essential

Knowledge of research methods and evaluation including the ability to design, conduct, analyze and convey findings

Highly motivated, team oriented, self-directed individual

Ability to establish and maintain positive customer relations with all those contacted in the course of work

Ability to communicate clearly and concisely, both orally and in writing with all those contacted in the course of work

Ability to analyze, synthesize and summarize data

Skill in critical thinking, diagnosing and troubleshooting

Ability to apply creativity and innovation

Knowledge of and proficiency with data visualization and tools such as Power BI, SAS, and/or Tableau

Knowledge of and proficiency with data analysis and/or statistical packages, such as Microsoft Excel, R and/or Stata

Demonstrated work experience with data privacy, security, bias, ethics, and open records laws

Proficiency in Microsoft Office (e.g., Word, Excel, PowerPoint)

Knowledge of and proficiency with open source tools and techniques, including public-facing source control code repositories and issue trackers

Knowledge of and proficiency with computer programming languages such as JavaScript, PHP and Python

Knowledge of and proficiency with SQL and database tools

Knowledge of and proficiency with GIS and mapping toolsSupplemental InformationEOE

NU 12
"|5|South|Louisville| KY
senior data analyst|LG&E and KU Energy|"
Data Analyst-Senior

04-Dec-2019

Job Description

Champion the data life cycle by collecting, transforming, and analyzing data while effectively communicating results that guide decision making for the line of business.Design, build and optimize data-driven models using statistical and machine learning models to provide diagnostic, predictive, and prescriptive analytics Be an innovator in the creation and implementation of business and data processes by utilizing and sourcing company and industry best practices. Provide expertise and share knowledge pertaining to data gathering and analysis of distribution data from multiple data sources.Use data to provide insights to relevant business owners and stakeholders as a means for streamlining processes and creating operational efficiencies. This includes using predictive and prescriptive modeling to aid business leaders’ in decision making backed by data.Build and integrate data from the LG&E and KU data warehouse, source systems or other data sources into structured datasets to be manipulated in a test environment specifically designed for problem solving using data analytics, a “sandbox.” Develop or facilitate data extraction and transformation.Provide analysis as requested in support of large projects and major contracts.Support the development and maintenance of metrics, reports, and dashboards to track financials, resource needs, and resource efficiency.Work with business leaders to better understand and enhance their decision-making processes.Support compilation and development of Key Performance Indicator monthly reports as needed to inform management of operational performance. Make recommendations to improve reporting by developing new or enhancing performance measurements. Use historic spend trends, statistical analysis of work throughput, and coordination with Operation Centers to provide recommendations and support to management in the preparation of annual Capital and Operational & Maintenance blanket budgets for EDO, including Business Plan and Investment Committee support. Empower and enable expanded use of data analytics among end usersAssist with the Public Safety Response Team (PSRT) during Storm and emergency operations.Perform other related duties as assigned.

Requisition ID

5510BR

State

Kentucky

Physical Effort

Primarily desk work with an occasional need to visit various crew and operation centers.

Preferred Qualifications

Good business acumen characterized by the ability to analyze complex information, isolate key issues, and demonstrate logical thought and decision-making. Good written and oral communication skills. Ability to accurately and effectively work under strict time constraints. Ability to work effectively in both independent and team settings. Proficient in multiple database and analysis tools, including but not limited to the following: Microsoft Power BI, PowerPivot, R, Python, Microsoft SQL Server Analysis Services (SSAS), or SQL Server Reporting Services (SSRS)

Work Conditions

Position will normally work in an office environment, except when occasions arise to visit work in the field or during Storm/ Emergency operations. Work outside of normal office hours will be required in the event of a severe storm that requires the assistance of the Public Safety Response Team (PSRT).

Required Education & Experience

Bachelor’s degree in Business, Economics, Engineering, Statistics, Data Science, Accounting, or similar degree. Advanced level of proficiency with database and analysis software, Excel, Microsoft SQL Server, and R, Python, or SAS. Experience using R, Python or SAS to forecast outcomes, solve optimization problems, predictive analytics, or automate complex processes. Previous experience of 5 plus years in a data analytical role. High level of proficiency in priority management and planning.

Address

820 West Broadway

City

Louisville

Job Function

Electric Distribution Maintenance & Construction

Position Purpose

This position functions at the advanced level and is expected to continually increase knowledge of the line of business by contributing to the development and improvement of descriptive, predictive and prescriptive analytics. The Data Analyst Specialist will be responsible for analyzing and maintaining Electric Distribution Operations (EDO) data to address high-value problems and opportunities, identifying trends, forecasting outcomes, and tracking performance metrics on a monthly basis. This position is responsible for assisting the Group Leader, Operations Managers and EDO Directors with business processes, reporting and providing on-going operations support while ensuring adherence to company practices and performance standards.

Company Paid Relocation - External

Not Provided

City

Louisville

External Title

Data Analyst-Senior
"|5|South|Louisville| KY
data analyst|Spin - Electric Scooter Sharing|"Spin operates electric scooters in cities and campuses nationwide, bringing

sustainable last-mile mobility solutions to diverse communities. Recognized for

its consistent cooperation and collaboration with cities, Spin partners closely

with transportation planners, elected officials, community groups, and

university administrators to bring stationless mobility options to streets in a

responsible and carefully orchestrated manner.

Based in San Francisco, Spin is a diverse team of engineers, designers, urban

planners, policymakers, lawyers and operators with experience from Y

Combinator, Lyft, Uber, local and federal government, and the transportation

advocacy world. Spin was known for launching the first stationless mobility

program in Seattle, and has since expanded to become the exclusive electric

scooter partner in mid-sized cities like Coral Gables, Florida and Lexington,

Kentucky, and one of a few permitted scooter operators in large cities like

Denver, Detroit, and Washington, D.C. The team embeds in cities and

neighborhoods to understand their specific transportation needs, and hires

locally from the community.

Spin is expanding quickly and looking for top-tier talent to help us bring

affordable and accessible transportation options to cities and define what

future safe streets will look like.

About_The_Role

We are looking for data analysts to work across the organization to generate

the data and analysis required to answer some of our toughest questions to help

us innovate and grow. You will be solving business problems, identifying data

quality issues and performing statistical analysis. You will be working closely

with the engineering team to gather new data.

The Team

Our team consists of people that are passionate about creating finely polished

and intuitive experiences and, at the same time, obsess over performance and

reliability of what we build. We challenge the status quo and strive towards

finding the best way to solve problems.

We work in very small groups to keep processes and overhead low, so we have a

lot of trust and accountability to perform the work required to build the best

product.

Responsibilities

Set business metrics that measure the health of our business and product
Collaborate with product, engineering, finance, business and operations


teams to translate business insights into decisions and actions



Find opportunities for growth and efficiency
Design and analyze experiments
Develop dashboards and frameworks to monitor business and product


performance

Qualifications

Degree in a quantitative field like statistics, economics, engineering,


or applied math preferred



Minimum of 3 years of relevant experience in data science or analytics


role



Proficient in SQL
Experience in R or Python and data science and visualization libraries
Strong oral and written communication skills, and ability to collaborate


with cross-functional partners to build the business

Spin is an equal opportunity employer and will not discriminate against any

employee or applicant for employment in an unlawful matter. We celebrate

diversity and are committed to creating an inclusive environment for all

individuals. Spin treats all employees and job applicants on the basis of

merit, qualifications, and competence without regard to any qualified

individuals' sex, race, color, religion, national origin, ancestry, gender

(including pregnancy, breastfeeding, or related medical condition), sexual

orientation, gender identity, gender expression, age, physical or mental

disability, medical condition, genetic characteristic or information, marital

status, military and veteran status, or any other characteristic protected by

state or federal law. Spin also considers qualified applicants with criminal

histories, consistent with applicable local, state, and federal law.

Spin is committed to providing reasonable accommodations for qualified

individuals with disabilities in its job application procedures. If you need

assistance or an accommodation due to a disability, you may contact us at



*************************.
"|0|South|Kentucky|
data analyst|Certilytics|"Certilytics a young and innovative company with a dynamic infusion of actuarial, data and behavioral scientists, IT engineers, software developers, nurse clinicians, as well as experts in public health and health insurance industry. We are seeking a Pharmacy Data Analyst that wants to be part of an enthusiastic dynamic team working in an entrepreneurial environment where your experience and creativity is recognized. The ideal candidate will thrive in a performance based company that allows flexibility and work life balance.

A Pharmacy Data Analyst will provide the clinical & pharmacy knowledge in the development of product design, product maintenance and enhancements, and delivery of analytic results to internal and external customers


Provide clinical/pharmacy knowledge and assist with defining business requirements in the design and development of new products.
Work with Data Scientists in interpreting and evaluating clinical/pharmacy model output.
 Perform root cause analysis.
Assist in identifying new data sources.
Manipulate and analyze data from varying sources as needed.
Leveraging clinical knowledge and industry experience, provide meaningful interpretations and insights of client-specific results shown in reporting and analyses.
Acts as a liaison and as the SME to Data Science, Product Design, Data Logistics, and Operational Teams
 All other duties as assigned.

Required Skills

Clinician - Preferred RN or Pharmacist
2 years-experience working in a healthcare analytical role at a health plan or PBM.
Strong knowledge of PBM industry and PBM data
Experience working with Specialty Rx claims (both medical and retail channels)
Experience manipulating and analyzing healthcare data.
Advanced MS product suite specifically Excel.
Basic SQL skills.
Working Knowledge of Medical & Pharmacy Coding ( ICD-10,CPT,HCPCS,NDC & GPI )
Working knowledge of HEDIS, PQA, Medi-span, Good Clinical Practices, Clinical research, and related regulatory terminology
Ability to collaborate with partners and drive analytic projects end to end
Ability to work autonomously
Attention to detail and data accuracy
Proven team player with strong analytical and interpersonal skills
Exhibits creative thinking skills.

#TTRRequired Experience

Job Location

Louisville, US-KY
"|0|South|Louisville| KY
senior data analyst|City of Louisville, KY|"Description

ESSENTIAL FUNCTIONS:

Analyzes data from internal and external sources

Helps design framework for data collection to effectively measure program outcomes and impact

Tells the story in the numbers in a way that is easy to understand, through written analysis, data visualizations, and public presentations

Examples of Duties

Provides technical support to data collection and analysis functions of the department

Helps design data collection plans to measure program outcomes and effectiveness

Retrieves, processes and makes accessible data from various sources for internal and external users

Links, converts or saves data into database, spreadsheet or graphic format

Performs statistical and qualitative analysis on data gathered from operational and financial data systems to optimize decision-making

Oversees and conducts program evaluation

Creates program and organizational reports, including data visualizations and written analysis

Fosters a culture of empowerment and ownership to resolve issues and improve operations

Responds to regular data requests in a professional and timely manner

Performs related work

Assists with enterprise-wide data policy and adoption around quality, standards and enforcement

Develops and leads employee training on the use of data tools, reports and techniques

Engages with residents at public events, by email or social media

Solicits financial and in-kind support from businesses, foundations and organizations to promote and implement projects and initiatives

Minimum Requirements

Master's degree

Business Administration

Computer Science

Data Analytics

Economics

Engineering Technology

Information Systems

Information Technology

Mathematics

Public Administration

Statistics

Urban Planning

Related field

WORK EXPERIENCE

Two years of program evaluation or data analysis experience

OTHER MINIMUM REQUIREMENTS

Must provide one's own source of transportation

Must work a varied schedule

Occasional evening and weekend work

Some out of state or international travel possible

Must submit to fingerprinting for criminal history check

EQUIVALENCY

An equivalent combination of education and experience may be substituted

PHYSICAL REQUIREMENTS AND WORKING CONDITIONS

Meets regular and punctual attendance standards and any special needs of the position as determined by management, including mandatory overtime and performing related work

SKILLS AND ABILITIES

Knowledge and experience with new media technologies and social media platforms

Ability to make decisions based on working knowledge and sound ethical judgments is essential

Knowledge of research methods and evaluation including the ability to design, conduct, analyze and convey findings

Highly motivated, team oriented, self-directed individual

Ability to establish and maintain positive customer relations with all those contacted in the course of work

Ability to communicate clearly and concisely, both orally and in writing with all those contacted in the course of work

Ability to analyze, synthesize and summarize data

Skill in critical thinking, diagnosing and troubleshooting

Ability to apply creativity and innovation

Knowledge of and proficiency with data visualization and tools such as Power BI, SAS, and/or Tableau

Knowledge of and proficiency with data analysis and/or statistical packages, such as Microsoft Excel, R and/or Stata

Demonstrated work experience with data privacy, security, bias, ethics, and open records laws

Proficiency in Microsoft Office (e.g., Word, Excel, PowerPoint)

Knowledge of and proficiency with open source tools and techniques, including public-facing source control code repositories and issue trackers

Knowledge of and proficiency with computer programming languages such as JavaScript, PHP and Python

Knowledge of and proficiency with SQL and database tools

Knowledge of and proficiency with GIS and mapping tools

Supplemental Information

EOE

NU 12SDL2017"|0|South|Louisville| KY
data scientist|Appriss|"Summary

The Data Scientist will be part of the data science R&D team responsible for developing and managing a variety of data solutions and machine learning projects across all Appriss verticals.

Duties and Responsibilities

• Designing and implementing solutions related to machine learning and data mining on large data sets using statistical models, graph models, text mining and other modern.

• Conduct analysis, modeling, and analytics research for clients in retail, healthcare, public safety.

• Work with AWS, Azure and on-premise environments.

• Manipulate data from various data sources such as Netezza, Greenplum, SQL Server, raw files, and real time streaming data (SQS, Kinesis, Kafka).

• Experience building and deploying machine learning models and APIs.

• Testing, QA, and implementation of models and other predictive tools.

• Help support production applications and provide Tier 3 support.

• Collaborate with clients and internal teams to determine analysis specifications, product needs, and modeling initiatives and provide regular feedback.

• Prepare presentations and present results to internal and external clients, and potentially conferences.

Minimum Requirements

•Advanced degree in computer science or mathematics related fields

• 3+ years of experience with Python

• 3+ years of experience with SQL

• 2+ years as a Data Scientist/Analyst or Data Engineer

• Experience with linux, web APIs, and distributed systems

• Experience with AWS and/or Azure.

• Experience working with large amounts of structured or unstructured data.

Preferred Skills and Experience:

• Experience with libraries like Pandas, Tensorflow, Scikit-Learn, NetworkX

• ML skills in modern cloud environments such as AWS or Azure.

• Experience with Tableau or PowerBI or QuickSight

• Retail, Healthcare, or Criminal justice experience a plus.

Knowledge, Skills, Abilities, Experience, or Characteristics

• Demonstrated ability to apply statistical knowledge to analyze data to identify trends, outliers, develop/evaluate predictive models, create reports, automate processes

• Strong time management skills and project management skills

• Good verbal and written communication skills.

• Proficiency in PowerPoint& Excel.

• Ability and willingness to work with a team

Physical and Mental Requirements

Job is physically comfortable; individual has discretion about walking, standing, etc.

Job requires a very high level of judgment, exceptional analytical ability and creativity in investigating major problems that require original and highly innovative solutions. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.

Other

Some travel may be involved for both training and customer facing issues.

Disclaimer

The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.

Equal Opportunity Employer - M/F/V/H"|0|South|Jeffersontown| KY
data scientist|Xometry Inc.|Xometry is adding multiple Data Scientists to our growing teams in Lexington, KY and Bethesda, MD. The ideal candidates will have a passion for using machine learning tools and techniques to construct, optimize, and evaluate predictive models that predict the likelihood of different business outcomes. Additionally, they will use their knowledge of probability and statistics to make defensible statistical inferences from data. As a Data Scientist at Xometry, your day-to-day activities might include:Using deep learning tools (such as TensorFlow, Keras, or PyTorch) to train a variety of neural network architectures (e.g., multilayer perceptron, convolutional networks, transfer learned networks) to develop effective predictive modelsWriting production-quality software in Python to implement predictive models and business logic in business softwareUsing cloud resources (e.g., Amazon Web Services) to prepare and process dataWriting software to prepare, clean, and sample data for use in developing predictive modelsWriting queries to query and extract data from product databases (requires knowledge of MongoDB) and join data from multiple sourcesUsing data analysis tools to prepare data visualizations (examples include Tableau, Jupyter Notebooks, Python, Pandas, and R)Relentlessly iterating solutions within a fast-paced start-up environment where ambiguity and minimal structure are the normSolving challenging, uncharted engineering problemsWorking in an environment that demands continual learning and development of new skillsThis job is for you, if you have: Bachelor’s degree in applied math, computer science, natural sciences or engineeringA M.S. or PhD in a related field is preferred2+ years of experience with machine learning, optimization and fitting techniquesExperience with deep learning architectures and training methods is preferredFluency in Python, numpy, scipy, pandas, and sklearn is preferredProficiency in linear algebra and statisticsFamiliarity with RESTful APIsA portfolio demonstrating clean and compliant codeDemonstrated attention to detailFamiliarity with debugging and automated unit/regression testingFamiliarity with versioning systems such as GitMust be ITAR compliantXometry offers its employees:Health, Dental & Vision coverageCommuter & Dependent Care benefit options 401kPaid time offPrimary and Secondary Parental LeaveStock OptionsFind out more about Lexington, KY by visiting http://www.locateinlexington.com/LIVING-HERE/Relocate-to-Lexington.aspx. About UsXometry is the largest marketplace for custom manufacturing, connecting customers with optimal manufacturing solutions through proprietary AI algorithms. Xometry provides on-demand manufacturing services and industrial supply materials to a diverse customer base, ranging from startups to Fortune 100 companies. Our nationwide network of over 3,000 partner manufacturing facilities enables us to maintain consistently fast lead times while offering a broad array of capabilities, including CNC machining, 3D printing, sheet metal fabrication, injection molding, and urethane casting. Xometry's customers include BMW, Dell Technologies, General Electric, and NASA.In ConclusionIf this job isn’t for you but you have a friend who may be a perfect fit - share this job with them!Xometry is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Xometry participates in E-Verify and after a job offer is accepted, will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.|1|South|Lexington-Fayette| KY
