company_name,job_summary,job_title,city,state
Ameritas,"Ameritas Life Insurance Corp is seeking a Data Engineer Intern In this role, you will be responsible for contributing to data development and operational…",Data Engineer Intern,Cincinnati, OH
Jobot,We are looking for a data engineer to join our team of software engineers that support this e-commerce business unit. What you will be doing:,Data Engineer,Solon, OH
Jo-Ann Fabric and Craft Stores,"Establish strong working relationships with cross-functional teams, including IT, Inventory Management, Store Operations, and Merchandising, to collect data for…",Data Scientist,Hudson, OH
AEP Energy Inc,"This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning…",Data Scientist,Columbus, OH
University Hospitals,"Responsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts,…",Data Scientist,Mayfield Heights, OH
Claritas,Uses best practices to develop statistical and machine learning techniques to build models that improve the accuracy of our data and decisions made from data…,"Senior Data Scientist, Digital",Cincinnati, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Cyber Data Scientist I,Columbus, OH
The Step2 Company,"Reporting to the IT Director, and in close collaboration FP&A, the Data Scientist will support our product, sales, operations, and marketing teams with insights…",Data Scientist,Streetsboro, OH
University Hospitals,"Responsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts,…",Data Scientist,Mayfield Heights, OH
Cincinnati Reds,"It is the policy of the Cincinnati Reds to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, national origin…",Data Scientist,Cincinnati, OH
Clarigent Health,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Data Scientist,Mason, OH
Impetus Technologies,"R, Python, SAS, SQL/Hive, Machine Learning (Predictive Modeling), Natural Language Processing, Cyber Security, Exploratory Data Analysis, Model Interpretability…",Associate Data Scientist*,Westerville, OH
Signet Jewelers,"Provide insight into, trends, financial and business operations through data analysis and the development of business intelligence visuals.",Citizen Data Scientist,Akron, OH
Kognetics,"Working closely with the technology and learning teams, theData Scientist will be responsible for the following:Creating infrastructure for thedelivery team;",Data Scientist,Gahanna, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Data Scientist I,Columbus, OH
Vertiv Co.,"Vertiv, a global leader in network power solutions, seeks a Data Scientist Intern at its Columbus, OH headquarters location.Extract Data from SQL systems.",Intern- Data Scientist,Westerville, OH
Emerald Resource Group,Do you have a solid experience with Python and R or statistical software development background?Machine Learning and Natural Language Processing techniques.,Data Scientist - Ph.D.,Columbus, OH
Riverside Research,"Develop machine learning, data mining, statistical, and graph-based algorithms to analyze and make sense of data sets.",Data Scientist,Wright-Patterson AFB, OH
Root Insurance Company,"This role will be heavily involved with data acquisition, processing, and application of machine learning models, as well as pulling data from both new and…","Data Scientist, Telematics",Columbus, OH
Barefoot Proximity,"This team member will have an opportunity to work on everything from large, global, multi-agency clients to small, scrappy, two-person projects – leading a team…",Associate Director (Data Science & Advanced Analytics),Cincinnati, OH
Abercrombie and Fitch Co.,"Build innovative machine learning models and segmentations for personalization initiatives to drive margin, revenue and conversion.What will you need to bring?",Data Scientist,Columbus, OH
"WorldPay US, Inc.","Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse big data sources to generate actionable…",Data Scientist,Cincinnati, OH
Ohio Health,"The Performance Analytics Consultant is responsible for understanding, preparing, processing and analyzing data to generate data-driven insights, through the…",Data Scientist,Dublin, OH
Arconic,The primary purpose of this position is to deploy our Machine Learning efforts in an effort to improve our factories and processes including optimizing cycle…,Data Scientist,Cleveland, OH
Booz Allen Hamilton,"You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and…",Data Scientist,Dayton, OH
CITIZENS BANK,It is the policy of Citizens Bank to provide equal employment and advancement opportunities to all colleagues and applicants for employment without regard to…,Data Scientist,Columbus, OH
AEP Energy,"This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning…",Data Scientist,Columbus, OH
Solarity Credit Union,"Solarity Credit Union is seeking a Senior Data Analyst in Yakima, WA! Solarity is looking for the perfect Senior Data Analyst candidate with the capability to…",Senior Data Analyst,Yakima, WA
Lubrizol Corporation,"Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender…",Data Scientist/ Statistician Intern (BS/MS Students),Wickliffe, OH
Booz Allen Hamilton,"You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and…",Machine Learning Data Scientist,Dayton, OH
Root Insurance Company,"Examples of some of the rich data sources we work with include smartphone telematics sensor data, marketing campaign results, and unstructured data from claims…",Data Scientist,Columbus, OH
Radiology Partners,"This position reports to the Director of Data Science and Clinical Analytics and collaborates with our IT application development, infrastructure, and data…",NLP Data Scientist,Columbus, OH
Avery Dennison,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender…",Data Science Internship,Mentor, OH
Marathon Petroleum Corporation,Marathon Petroleum Company LP is an Equal Opportunity Employer and gives consideration for employment to qualified applicants without discrimination on the…,Data Scientist,Findlay, OH
Fifth Third Bank,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…",Data Scientist.,Cincinnati, OH
Huntington Bank,"In this role you will work within our Data Science and Predictive Modeling team and partner with data architecture, indirect lending, and consumer bank…",Data Scientist,Columbus, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Master’s Degree,Cincinnati, OH
Moen,"Hands-on experience applying machine learning and predictive analytics is strongly preferred.Hands-on experience performing data mining, manipulating large…",Data Scientist - Supply Chain,Cleveland, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Data Scientist II,Columbus, OH
Centauri,"Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.).",Data Scientist,Beavercreek, OH
Ezra Penland Actuarial Recruitment,Midwest insurer seeks a Commercial Lines Insurance Data Scientist for Position 85988.Must have commercial lines experience.,Commercial Lines Insurance Data Scientist (Actuary) #85988,Cincinnati, OH
Progressive,"As a member of the Pricing Data Science team, you’ll use advanced analytical, machine learning and data transformation techniques to develop practical tools and…",Data Scientist Senior or Lead,Mayfield Village, OH
The AES Corporation,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, sexual orientation,…",Data Scientist,Dayton, OH
Kognetics,"Working closely with the technology and learning teams, the DataScientist will be responsible for the following:Creating infrastructure for thedelivery team;",Senior Data Scientist,Gahanna, OH
The J. M. Smucker Company,"As a member of the MDO Analytics team, the Data Science Intern will work directly with business partners on one large anchor project and several smaller…","Intern, Market Development Organization - Data Science",Akron, OH
Cardinal Health,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…",Data Scientist - Machine Learning Architect,Dublin, OH
"BGI, LLC","BGI is a unique and innovative veteran-owned small business that brings together highly experienced leaders and managers, instructors, operators, training…",Data Science Software Engineer - Entry Level,Akron, OH
Goodyear,"The program allows the organization to build a pipeline of candidates for future permanent openings, and the students gain a better understanding of the various…",Data Science Intern - Global Technology,Akron, OH
Lubrizol Corporation,"Qualified applicants will receive consideration for employment without regard to sex, race, color, national origin, citizenship, age, religion, marital status,…",Data Scientist/Statistician (PhD Level),Wickliffe, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Masters,Cincinnati, OH
T-CETRA LLC,"_T-CETRA provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Senior Data Analyst,Dublin, OH
GE Aviation,"Employment decisions are made without regard to race, color, religion, national or ethnic origin, gender (including pregnancy), sexual orientation, gender…",Staff Data Scientist,Cincinnati, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Cyber Data Scientist I,Columbus, OH
The J. M. Smucker Company,"As a member of the centralized, enterprise Data Science team, the Data Science Intern will work directly with business partners on one large anchor project and…","Intern, Information Services - Data Science",Akron, OH
Procter and Gamble,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status,…",Experienced Data Scientist,Cincinnati, OH
Procter and Gamble,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status,…",Data Scientist-R&D,Cincinnati, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-Master’s Degree Internship,Cincinnati, OH
JP Morgan Chase,"The Data Scientist will utilize experience exploring data, applying advanced statistical techniques, and designing machine learning algorithms to create…","Data Scientist Associate, Workforce Analytics",Columbus, OH
Upstart,"Upstart is an equal opportunity employer and all qualified individuals will receive consideration for employment without regard to race, color, religion, sex,…",Data Scientist,Columbus, OH
Worldpay,Ability to leverage Machine and Deep learning modeling to solve complex business problems.The Finance Data Scientist designs and develops methods and systems…,Finance Data Scientist,Cincinnati, OH
Lubrizol Corporation,"Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender…",Data Scientist/ Statistican Intern (PhD Level),Wickliffe, OH
Gravity Infosolutions,"In Statistics, Applied Mathematics, Economics, Computer Science, Data Science, Business Analytics, Operation Research, Software Development, or a similar…",Data Scientist,Cincinnati, OH
Clarigent Health,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Data Scientist,Mason, OH
Ball Aerospace,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Cognitive Data Scientist (668388),Dayton, OH
Buckeye Community Health Plan,"Master’s degree in Statistics, Mathematics, Computer Science, Informatics, Econometrics, Engineering, Experimental Science with 3+ years of experience or…",Data Scientist II,Columbus, OH
Seamless.AI,"Build, measure, analyze and optimize machine learning and statistical models that will have a direct impact on the Seamless.AI contact and company profiles.",Data Scientist/Engineer,Columbus, OH
Progressive,"As a member of the Claims Data Science team, you’ll use machine vision and machine learning in applications that solve complex problems.Your Role on the Team.",Data Scientist Computer Vision,Mayfield Heights, OH
JP Morgan Chase,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Marketing Campaign Analytics Data Scientist - Consumer Bank,Columbus, OH
Progressive,"This position will integrate closely with leadership of both the assigned Platforms and related IT projects, work closely with peer IT Control Portfolio Leads,…",Data Analyst Senior,Mayfield Village, OH
Pronix Inc,"EMR, Claims Data, Data Analyst, SQL, Story Telling, Data Visualizations, Qlik Sense(BI), Power Point, Excel.",Sr. Health Care Data Scientist - 8+ Years,Columbus, OH
Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Scientist Graduate Intern (Summer 2020),Columbus, OH
DSW,"We do not discriminate against any protected class including race, color, religion, religious creed, gender, sex, national origin, age, physical disability,…",Summer 2020 Internship Program - Data Science,Columbus, OH
Tenet3,Data scientists will complement and work with our team of in-house research scientists and engineers who are creating cutting edge hardware and software systems…,Data Scientist,Dayton, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Data Scientist III,Columbus, OH
Credence LLC,Utilize text analysis and machine learning techniques to understand and define large unstructured data to include 3-5 Million Air Force Contracts.,Data Scientist,WP Air Base, OH
Booz Allen Hamilton,"We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…","Open Source Data Scientist, Mid",Dayton, OH
Chase,"Applicant must possess advanced technical skills, with at least 3 years of experience with SQL and at least one of the following analytical tools:",Marketing Campaign Analytics Data Scientist - Consumer Bank,Columbus, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-PhD Degree,Cincinnati, OH
JP Morgan Chase,"2+ years experience as a data scientist or data architect with technical expertise in programming languages and common data science toolkits, such as Python, R,…",Data Scientist/Solution Architect,Columbus, OH
JP Morgan Chase,"Our modelers work directly with each line of business, Consumer Banking, Business Banking, Auto Finance, Credit Card and Commerce Services, Chase Wealth…",CCB - Quantitative Modeling/Data Science Associate,Columbus, OH
Fifth Third Bank,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…",Senior Data Scientist,Cincinnati, OH
Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Research Associate,Columbus, OH
American Chemical Society,Proven track record of various artificial intelligence and machine learning techniques to create models that drive significant business results.,Data Scientist,Columbus, OH
Nationwide Children's Hospital,The Data Scientist II position will be part of a team of Data Scientists and Analysts working to organize and analyze large sets of data or complex data sets to…,Data Scientist II - RI Solutions & Innovations,Columbus, OH
Owens-Illinois,"O-I is an Equal Opportunity Employer, and does not discriminate against any employee or applicant for employment because of race, color, sex, age, national…",Data Science Intern - Global HQ,Perrysburg, OH
Signet Jewelers,This position is responsible for the analysis of the Department business data.Works closely with leadership to develop reports and analytic insights that lower…,Sr. Store Development Data Analyst,Akron, OH
Progressive,"The ideal candidate will have strong technical and analytical skills, in addition to good communication as they will often lead conversations with said business…",Data Analyst to Data Analyst Sr,Mayfield Heights, OH
Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Co-op (Spring 2020),Columbus, OH
American Heart Association,"Automation, machine learning, deep learning, advanced analytics, data science, data aggregation & visualization.Job Family Group Business Operations.",Lead Health Data Science Assets,Cleveland, OH
Root Insurance Company,"We’re responsible for the full stack of data analytics, from querying or procuring data, cleaning data, feature generation, problem formulation, error/success…",Director of Data Science,Columbus, OH
JP Morgan Chase,We work closely with our partners throughout JPMorgan Chase to assess and execute critical business decisions.Information about JPMorgan Chase & Co.,CCB - Quantitative Modeling/Data Science - Vice President,Columbus, OH
84.51°,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Lead Data Scientist - Healthcare,Cincinnati, OH
84.51°,"This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural…",Lead Data Scientist - Healthcare,Cincinnati, OH
PatientPoint,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Senior Business Intelligence & Data Science Analyst,Cincinnati, OH
SearchBright Group,"Knowledgeable in Data Science and machine learning, deep learning, AI and related tools such as:They will partner with and provide consultative support to…",Senior Data Scientist,Cincinnati, OH
Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Intern (Summer 2020),Columbus, OH
Federal Reserve Bank of Cleveland,"We are seeking a student to work within our Supervision & Regulation department delivering NLP, Text Mining, and Machine learning Analytics solutions to support…",2020 Summer Internship - Bank Supervision/Data Science,Cleveland, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Data Scientist-PhD Internship,Cincinnati, OH
JP Morgan Chase,"Knowledge of modern data mining, quantitative research, and data science techniques (e.g., decision trees, regressions, machine learning, string similarity,…","Commercial Banking –Executive Director - Data Science, Analytics & Insights",Columbus, OH
Fractal Analytics,"6-7 years of overall experience working with data science methodologies & techniques like dimensionality reduction (PCA, Factor Analysis, etc.), clustering …",Senior Data Scientist - Insurance,Columbus, OH
The E.W. Scripps Company,"This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent -…","Data Analyst, Predictive Modeling",Cincinnati, OH
"BGI, LLC","BGI is a unique and innovative veteran-owned small business that brings together highly experienced leaders and managers, instructors, operators, training…",Mid-Level Data Science Software Engineer,Akron, OH
"Cincom Systems, Inc.","In this role, they will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical…",Sr. Data Analyst (with Business Intelligence Experience),Cincinnati, OH
GE Aviation,"The Data Science & Analytics Intern will give to the development and deployment of modern machine learning, operational research, semantic analysis, and…",Data Science & Analytics Intern - Summer 2020,Cincinnati, OH
Earnin,We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in…,Senior Data Scientist,Cincinnati, OH
Procter and Gamble,"All will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age,…",Test & Control Data Scientist-PhD Degree,Cincinnati, OH
"Columbus, OH 43215 (Downtown area)","It is our policy to ensure that applicants are considered for employment based on their qualifications without regard to their race, religion (including…",Sr. Business Data Analyst,Columbus, OH
"Wright-Patterson AFB, OH","The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Explainable Artificial Intelligence and Topological Data Analysis (Full-Time),Wright-Patterson AFB, OH
Cardinal Health,"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national…","Consultant, Operations Research & Data Science",Dublin, OH
NetJets,"The Data Analyst, Senior will act as a data and business intelligence subject matter expert and work closely with business stakeholders to collect requirements…",Sr. Data Analyst,Columbus, OH
"Lockton, Inc.","Lockton is seeking an experienced Senior Health Analyst to work with Lockton colleagues and clients to analyze medical, pharmacy, disease management and…",Senior Health Data Analyst,Nova, OH
"Cincinnati, OH","A research opportunity is currently available with the Division of Field Studies and Engineering (DFSE), within the National Institute for Occupational Safety…",CDC Data Science Fellowship,Cincinnati, OH
Battelle,"Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation,…",Data Science Research Associate,Columbus, OH
Avani Technology Solutions Inc,"The ideal candidate should have strong background in data analytics, Tableau development, SQL, and ecommerce strategy/operations/or marketing.",Sr. Data Analyst - Tableau Dashboard Develope,Cincinnati, OH
"WorldPay US, Inc.",Typically requires a minimum of 5 years of related experience with a Bachelor's degree in computer science or equivalent field;,Senior Data Analyst,Cincinnati, OH
"Wright-Patterson AFB, OH","The program seeks to utilize the mathematical underpinnings of topological data analysis to formulate feature extraction methods, deep topological architecting…",Explainable Artificial Intelligence and Topological Data Analysis (Part-Time),Wright-Patterson AFB, OH
"Morgan Business Consulting, LLC",Possess excellent problem-solving and analytical skills with ability to clarify and resolve complex issues by breaking them down into meaningful components to…,Senior Analyst - Logistics Data Analyst,Beavercreek, OH
Progressive,As a Data Analyst you will be responsible to build a data and reporting strategy to provide meaningful and actionable insights that will be leveraged across…,Data Analyst Senior to Lead,Mayfield Village, OH
Aver Inc.,"Qualified applicants will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, disability, or…",Senior Healthcare Data Analyst,Columbus, OH
Georgia Tech Research Institute,"Additional duties include modeling and simulation, data mining to identify trends and patterns, statistical analysis of data generated as part of the research…","Data Science Researcher I/II Dayton, OH - ACL",Dayton, OH
"T-Cetra, LLC","Experience in analysis, mappings, modeling, designing and implementing quality data management solutions working closely with key business stakeholders.",Senior Data Analyst,Dublin, OH
Nationwide Mutual Insurance Company,"A familiarity with the principles of machine learning, applied predictive modeling, Bayesian modeling, and time series forecasting methods is preferred, and an…","(Project Staff) Specialist, Data Science",Columbus, OH
"TACG, LLC","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Senior Data Analyst,Wright-Patterson AFB, OH
Fractal Analytics,"Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years).The Engagement Manager will effectively collaborate…",Engagement Manager / Lead Data Scientist,Columbus, OH
84.51°,Our data science team leverages large volumes of data to develop powerful sciences using cutting edge machine learning and mathematical techniques to improve…,"Director, Digital Media Analytics & Data Science",Cincinnati, OH
Booz Allen Hamilton,"We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran…","Data Analyst Developer, Senior",Beavercreek, OH
KPMG,"All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin,…","Senior Associate, Federal Data Analyst",Columbus, OH
JumpStart,"2+ years of leadership work experience in fields such as data science, digital product development, analytics, platform design/architecture, or quantitative…",Venture Leader – Data Science & AI,Cleveland, OH
Cincinnati Children's Hospital,The Zacharias lab in the Division of Developmental Biology at Cincinnati Children's Hospital Medical Center is looking for a highly motivated undergraduate…,STUDENT II - Zacharias Lab (Developmental Biology) - Computer/Data Science Majors,Cincinnati, OH
PatientPoint,Join the PatientPoint Business Intelligence & Data Science team in our new Cincinnati headquarters office space.What you will be doing.,Senior Business Intelligence & Data Science Analyst,Cincinnati, OH
Nationwide Mutual Insurance Company,"As an associate, you’ll have the opportunity to design, develop and deploy solutions while working with real-world data to deliver end-to-end automated data…","Project Staff, Data Science Technology Implementation Specialist",Columbus, OH
"TACG, LLC","All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity,…",Senior Data Analyst/ETL Developer,Wright-Patterson AFB, OH
Epsilon,"Epsilon provides equal employment opportunities without regard to race, color, religion, gender, age, national origin, disability, sexual orientation, gender…",Senior Marketing Data Analyst,Cincinnati, OH
Deloitte,"Proven experience in business development and delivery of AI, Data Science, Deep Machine Learning, Neural Networks.And many of the world’s top global brands.",Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,Cincinnati, OH
AEP Energy Inc,"This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning…",Data Scientist,Columbus, OH
Riverside Research,"Develop machine learning, data mining, statistical, and graph-based algorithms to analyze and make sense of data sets.",Data Scientist,Wright-Patterson AFB, OH
Emerald Resource Group,Do you have a solid experience with Python and R or statistical software development background?Machine Learning and Natural Language Processing techniques.,Data Scientist - Ph.D.,Columbus, OH
University Hospitals,"Responsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts,…",Data Scientist,Mayfield Heights, OH
Clarigent Health,"Use data and artificial intelligence science with a focus on machine learning techniques to perform research, create new approaches and assist with the design,…",Data Scientist,Mason, OH
Battelle,"Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color,…",Cyber Data Scientist I,Columbus, OH
Claritas,Uses best practices to develop statistical and machine learning techniques to build models that improve the accuracy of our data and decisions made from data…,"Senior Data Scientist, Digital",Cincinnati, OH
TransWest,"We''re looking for an experienced Program Manager. Our Program Managers own client success and satisfaction by planning, organizing, monitoring and collaborating…",Program Manager- Data Analyst,Seattle, WA
Seen by Indeed,Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.,Data Analyst,Seattle, WA
Skagit Regional Health,Must demonstrate at least 3 years of formal data analytics experience. Job Title Performance Improvement Data Analyst Overtime Status:,Performance Improvement Data Analyst,Mount Vernon, WA
"Transaction Network Services, Inc","The Splunk Analyst is responsible for supporting the efforts of the data science team and it’s overall mission of providing a platform for the ingestion,…",Data Analyst,Seattle, WA
Neal Analytics,2 months with the possibility of extension up to 18 months. Minimum base compensation is $35 per Hour and can go higher depending on experience.,Jr Data Analyst,Redmond, WA
Team Red Dog,"You want steady income, outstanding benefits and a job that lets you shine doing what you do best. But more than that, you want a role that will let you dive…",Junior Data Analyst,Redmond, WA
iconvergence,"Strong SQL, Excel, Power BI, SSAS. Analyze different data, and derive insights from the same.",Data Analyst,Redmond, WA
Oracle,Detailed Description and Job Requirements. Manage the development and implementation process of a specific company product.,Data Analyst,Seattle, WA
REI,This entry-level Contact Center Analyst I position contributes to REI’s success by providing reporting and analytical insight to enable data to drive decision…,"Data Analyst, Sales and Customer Support Contact Center",Sumner, WA
"Waitr, Inc.",We're redefining the dining experience by building a world-class mobile ordering and delivery platform. We are building a two-sided marketplace that is helping…,Data Analyst,Washington State,
Procter and Gamble,Do you love diving into data sets? Would you enjoy telling stories and helping others see the benefit of data based decision-making? We want you to know:,Data Analyst,Seattle, WA
Association of Washington Cities,"The top candidate will be highly motivated and detail oriented with strong customer service skills. Ability to pay close attention to detail, including data…",Applications and Data Analyst,Olympia, WA
Inviso Corporation,"Exceptional attention to detail and ability to fully own models, including continued maintenance and implementation of required improvements based on feedback.",Sr Data Analyst – 18 Month Microsoft Contract,Bellevue, WA
eXcell,Did you know that Gartner positioned eXcell as a Leader in its Magic Quadrant for End User Outsourcing? Come work for the leader today!,"Data Analyst - Power BI, SQL",Redmond, WA
Procter and Gamble,"Do you love diving into data sets? Would you enjoy telling stories and helping others see the benefit of data based decision-making? Daily, you can expect to:",Associate Data Analyst,Seattle, WA
Microsoft,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and…",Sales Operations Data Analyst,Bellevue, WA
SightLife,Analyzes complex business problems and issues using data from internal and external sources to provide insight to analysts and decision makers.,Data Analyst,Seattle, WA
BOEING,"At Boeing, we are all innovators on a mission to connect, protect, explore and inspire. From the seabed to outer space, you’ll learn and grow, contributing to…",Data Science & Analytics Intern (Paid) - Summer 2020,Bellevue, WA
GOCOOL,Create dashboards to communicate test results and monitor key metrics. Teach teams and management how best to understand and use these tools in their daily…,Data Analyst,Bellevue, WA
Adaptive Biotechnologies,Every immune system has a story to tell— the key is knowing how to listen. Our goal is to meaningfully improve people's lives by learning from the wisdom of…,Data Analyst,Seattle, WA
JLL,"JLL is seeking a Data Analyst to support our client-dedicated team in Seattle, WA, supporting data management areas within Occupancy Planning, Transactions and…",Data Analyst,Seattle, WA
Infoblox,"Infoblox is looking for a highly organized, detail-oriented and efficient Sales Operations Data Analyst to ensure the integrity of our Salesforce.com account…",Sales Operations Data Analyst,Tacoma, WA
Tech Mahindra,Data Analyst with 3-4 yrs of experience. Should be able to write SQL queries. I’m looking for someone who can help with the Data Analysis of the UHRS data both…,Data Analyst,Redmond, WA
TwinStar Credit Union,Does being a part of a team aimed at creating a custom digital platform that revolutionizes personal banking inspire you? We look forward to meeting you!,Business Analyst,Lacey, WA
Pactera Technologies,Pactera is looking for Subject Matter Expert (SME). Classification SMEs are expected to fulfill the following roles & responsibilities:,French language Data Analyst,Redmond, WA
Ideal Option PLLC,"Under general direction from the Director of Operations, the Business Analyst supports Ideal Option by providing data analytics of provider productivity.",Business Analyst,Pasco, WA
Google,3 years of experience working with statistical packages (e.g. By applying to this position your application is automatically submitted to the following…,"Product Analyst, Data Science",Seattle, WA
PicMonkey,"The ideal candidate is strong in critical thinking, logic, organization, self-motivation and attention to detail. PicMonkey is an equal opportunity employer.",Data Analyst,Seattle, WA
Beyondsoft Consulting,"Beyondsoft Consulting, Inc., is a leading, technical solutions and consulting partner. We combine emerging technologies and proven methodologies to tailor…",Data Analyst,Redmond, WA
Microsoft,Attention to detail with self-discipline and a drive for results. Are you passionate about the opportunity to leverage large volumes of data sets to draw deep…,Data Analyst,Redmond, WA
CorneaGen,Analyzes complex business problems and issues using data from internal and external sources to provide insight to analysts and decision makers.,Data Analyst,Seattle, WA
City of Seattle,Seattle is a thriving and equitable community powered by dependable transportation. To deliver a transportation system that provides safe and affordable access…,Strategic Data Analyst (Mgmt Sys Anlyst) - Temporary,Seattle, WA
"Xyant Technology, Inc.","Outlook integration experience, HTML & C#. Please send your updated resume, available time for phone discussion and expected salary per annum to vinoth.xyant…",SQL Data Analyst,Bellevue, WA
Chelan County Public Utility District,"As part of hydropower operations, we''ve also built 14 parks that serve more than 3 million visitors each year. Test and validate tools and data for accuracy.",Hydro Data Analyst,Wenatchee, WA
WSECU,We look forward to reviewing your application! All applicants must include a resume. Contact us at 1-800-562-0999 ext. 11111 with any questions.,Digital Business Analyst,Olympia, WA
BBSI,"Assist in development and maintenance of team metrics. Reviews agreements for conformity to company rates, rules, and regulations. Ad hoc projects and analyses.",Business Analyst-Contracts Analyst,Vancouver, WA
Fisher Investments,California employees accrue up to 17 days of PTO and 3 days of sick time per year. Fisher Investments Workforce Planning Team is searching for an experienced…,Data Analyst (2019-8385),Camas, WA
Brillio LLC,Performing routine and ad hoc reporting forbusiness. Work closely with teams to develop standards andtools to effectively manage data center capacity.,Data Analyst,Redmond, WA
