company|description|position|reviews|City|State
Battelle|"We are currently seeking a Data Scientist I. This position is located in Columbus, Ohio.

Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

Battelle’s Advanced Analytics Division provides data management, software development, analytics, machine learning, deep learning, and statistics across a wide range of research domains. Someone in this role will work with analytics and software development teams to deliver high quality solutions to government and commercial clients on time and within budget constraints.

MAJOR RESPONSIBILITIES

Participate in large scale model validation and testing work, including the following:

Reproducing model results by running pre-written scripts in a variety of programming languages (e.g., SAS, R, Python)

Learning and understanding the models being used in order to diagnose any errors and communicate findings to the modelers

Helping to generate reports to clients detailing the results of the validation and testing exercises

Managing and organizing information, for example:

Developing databases to store collected data

Generating templates and/or organizational systems that can be used to manage project data and information

Writing custom scripts to locate, extract, and visualize relevant data

Processing and combining data sets for analysis from diverse sources

Summarizing data for internal and external reports

Critically evaluating data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Communicating results in a clear, concise, and effective manner with emphasis on data visualization techniques

Proactively managing expectations and meeting deadlines on multiple projects in a fast-moving, agile environment

Maintaining excellent communication and interacting with co-located team members as well as geographically diverse team members daily

THE FOLLOWING IS REQUIRED

Bachelor’s Degree in Statistics, Data Science, Mathematics, Computer Science, Engineering, or relevant related field

Course work or experience demonstrating algorithmic programming and data visualization skills in Python, R, SAS, or MATLAB

Excellent written and oral communication skills

Attention to detail and adaptability

THE FOLLOWING IS DESIRED

Experience either as an intern, a research assistant, or an applied project consultant, demonstrating capabilities in data analysis and programming

Ability to write and understand scientific algorithms

Experience using high performance computing clusters or cloud computing

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department.

BENEFITS

Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Root Insurance Company|"Our data science team makes sense of diverse datasets related to key business problems. We’re responsible for the full stack of data analytics, from querying or procuring data, cleaning data, feature generation, problem formulation, error/success metric choice, machine learning/predictive model building, and translation of results into business action. The final product can range from reporting that will be used to advise strategic planning, to recommendation of a specific action, to handing off a predictive model for deployment in production. All of this is done to make our various teams and processes more efficient and to price our products more accurately.

Root is seeking a data scientist to help our team add business value by leveraging vast quantities of data and building more accurate predictive models. Examples of some of the rich data sources we work with include smartphone telematics sensor data, marketing campaign results, and unstructured data from claims notes, phone calls, etc. The ideal candidate will have experience putting well-defined parameters around potentially ambiguous problems, evaluating success based on business-important criteria, and applying modern machine learning techniques to large datasets. This may include querying/scraping/otherwise procuring datasets, cleaning/munging, signal processing, feature engineering, model choice/evaluation, and validation using reproducible methods and scalable architecture. Particular attention will also be paid to the interface between R&D environments and productionizing models. Furthermore, the candidate will need the ability to learn new tools on the fly and be adaptable to changing requirements.

Responsibilities:

Mine text data for use in classification/predicting business outcomes.

Build anomaly detection models to determine fraudulent activity, unexpected trends in data, etc.

Apply machine learning to image classification for key business applications.

Identify, evaluate, and productionize new data sources (e.g. geospatial data, web scraping, cell phone sensors).

Predictive modeling related to improving insurance pricing.

Qualifications:

Strong programming skills, especially R and/or Python

Demonstrated experience in building, validating, and leveraging machine learning models

Demonstrated skill with data mining, data munging, coping with missing / corrupt / unstructured data

1+ years of industry experience building predictive models OR graduate-level research in a relevant area

Preferences:

Master's degree or Ph.D. in mathematics, physical sciences, engineering, or other technical discipline

3+ years of industry experience building predictive models

Experience using big data tools (e.g. Hadoop, Spark) and cloud computing (AWS preferred)

Experience with version control (git/GitHub preferred)

Advanced knowledge of physics, linear algebra, probability/statistics

Experience building insurance pricing models

Get in touch

Finding the right people to help us build Root is a top priority. Whether you would like to explore the possibility of working together or simply learn more about the position, we’d love to hear from you!

Why join Root? Because we believe the best way to move the world forward is the relentless pursuit of ideas. We build things that ought to exist, but would not exist, if we were not building them. We do this through immense dedication to our craft, an unwavering focus on our fellow human beings, and a maniacal obsession with the quality of our creations. Problems stick in our craw, and we don’t let them go until we solve them. We believe in the scientific process and know that experimentation is the best way to find truth. We don’t hold ideas down no matter how crazy they may seem. We foster them, nurture them, and unceasingly test them. If you are the kind of person that loves tackling big problems with a collaborative group of people until you find solutions, you belong here.

We believe our customers deserve insurance that is:

Fair. We lean on data, not demographic labels.

Affordable. We base rates on good driver performance.

Personal. We give our customers the power to affect their rates.

Easy. We create an intuitive experience.

Accessible. We make information clear.

Beyond. We are never, ever satisfied with the status quo."|data scientist|3|Columbus| OH
Upstart|"Upstart is the first lending platform to leverage artificial intelligence (AI) and machine learning (ML) to automate the borrowing process and price credit. In addition to our direct-to-consumer lending platform, Upstart provides technology to banks, credit unions and other partners via a ""Software-as-a-Service"" offering called Powered by Upstart.

Data scientists build the statistical and machine learning models that power our platform. By collaborating with our engineering team, data scientists use conventional and non-conventional variables at scale to continuously improve our underwriting, fraud, pricing and marketing models. After exciting success over the past few years, we are looking to double down on our competitive advantage by expanding our data science team.

Our mission is to enable effortless credit based on true risk. Going beyond FICO, our model provides higher approval rates and lower interest rates for every traditionally underserved demographic. Since our founding, we have originated more than $4 billion in loans and are on track for another year of record-setting growth in 2019.

Our Team

Our data science team consists of full-stack generalists as well as specialists in statistical modeling or machine learning. Because our challenges are so new, data scientists at Upstart need strong creative problem-solving skills and the technical background to implement solutions. Our research environment affords team members the opportunity to utilize a variety of statistical and machine learning methods with the freedom and encouragement to pursue alternative approaches to solving problems.

Our current Data Scientists summarize some of their favorite aspects of our team as:



Having a direct impact on the company's success
Collaborative, intelligent and open team
Mentorship, growth and friendship
Leaders committed to challenging and growing team members
Feeling safe asking for help when it's necessary; feeling trusted to get the job done when it's not


Hiring Profile



Strong academic credentials with a M.S. in Computer Science, Statistics, Data Science or a related field of study with a preference for Ph.D.
Comfort with programming (ideally in Python and R)
Rigorous quantitative background
Predictive modeling experience is preferred
Enthusiasm for and alignment with Upstart's mission and values
Strong sense of intellectual curiosity balanced with humility
Numerically-savvy with ability to operate at a speedy pace


Whether developing new products or identifying novel approaches to core models, we are continuously seeking the next big ideas to move our business forward. If you are energized by the impact you can make at Upstart, we would love to hear from you.

Upstart is an equal opportunity employer and all qualified individuals will receive consideration for employment without regard to race, color, religion, sex, national origin, age, disability status, veteran status, marital status, citizenship status, sexual orientation, gender identity or any other characteristic protected by law."|data scientist|0|Columbus| OH
Apex Systems|"Job Description

Job #:  1005306

Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below:

Position Summary:

Lead the design, development, testing, debugging, maintaining and documenting software components in accordance to Software Development Life Cycle (SDLC) best practices. Oversee the technical design process. Lead and participate in the application technical design process and completes estimates and work plans for design, development, implementation, and rollout tasks. Communicate with the appropriate teams to ensure that assignments are delivered with the highest of quality and in accordance to standards. Strive to continuously improve the software delivery processes and practices. Current tools and technologies include SAS, R, SQL, Tableau, and Python or matching learning techniques; PowerBI/Tableau/QlikView. Demonstrate the company’s core values of respect, honesty, integrity, diversity, inclusion and safety of others.

Job Functions:

Lead and participate in the design and implementation of large and/or architecturally significant applications Champion company standards and best practices; work to continuously improve software delivery processes and practices Build partnerships across the application, business and infrastructure teams Develop programming specifications; design, code and unit test application code using Software Development Life Cycle (SDLC) best practices Complete estimates and work plans independently as appropriate for design, development, implementation and rollout tasks Create technical system documentation and ensure that this documentation remains current throughout all phases of the SDLC Communicate with the appropriate teams to ensure that assignments are managed appropriately and that completed assignments are of the highest quality Support and maintain applications utilizing required tools and technologies; provide support for applications, including involvement with the Support Center, NOC, Infrastructure teams, and vendors as appropriate, provide off-hours support (24 x 7) as required Assist other personnel on assignments including mentoring or providing on-the-job training to more junior associates; mentor team members in software development principles, patterns, processes and practices Direct the day-to-day work activities of other team members Must be able to perform the essential functions of this position with or without reasonable accommodation

Position Qualifications:

10 or more years’ experience in systems analysis, design or programming and the associated development methodologies. Extensive experience with Project planning. Proven communication and presentation skills to effectively communicate information to customers and to all levels within the organization. Ability to interact well in a team environment. Extensive experience with technical task estimation.

Desired Previous Experience:

Bachelor’s degree in IS or related equivalent work experience in an Information Systems position 7 + years of experience in systems analysis, design or programming and the associated development methodologies with large size or highly complex projects. Prior experience with project planning with large size or highly complex projects; or projects where technical standards need to be established


If you are interested in learning more about this opportunity, please send your resume to Megan Woolum @ mwoolum@apexsystems.com

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178-6178.
"|data scientist|4|Cincinnati| OH
WorldPay US, Inc.|"The Company

We lift economies and communities by advancing the way the world pays, banks and invests.

Since our two companies came together, Worldpay has formed the Merchant Solutions division of FIS. We call it ""Worldpay, from FIS"". In the time you've taken to read this one sentence, our platforms have processed over 8,000 transactions and this number grows daily.

FIS stays ahead of how the world is evolving to power businesses, across merchants, banking and capital markets, to outpace today's fast-changing competitive landscape and help our clients run, grow and achieve more for their business.

We want all our people to bring their very best self into work, and that means balancing priorities and passions, at work and at home. We create teams without barriers, fostering creativity and innovation - behaviors that we value in everything we do.

Join us now to realize your own future growth and success.

The Opportunity

As Worldpay grows, our need for a skilled and seasoned finance team grows. Being a player in the payments processing industry requires a savvy team of experts who can easily navigate the often complex and sophisticated world of rules and regulations associated with running a large business. By ensuring our finances are clear and compliant, we can monitor and measure our successes and discover new areas for growth.

The Finance Data Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" to generate insights and client solutions. He/she will develop and code software programs, algorithms and automated processes to cleanse large datasets into meaningful information for gathering insight. By being able to draw conclusions from large, disparate sources of data, Worldpay can identify and pursue new opportunities and preempt trends to continue our exponential growth.

The Day-to-Day

Responsibilities:

Interacts with business finance leaders, business partners, pricing, demand and revenue forecasting teams to identify questions and issues for data analysis and experiments

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights

Interprets and communicates insights and findings from analysis and experiments

Comfortable and able to challenge conclusions and impact business outcomes

Draws on past experience and data to provide insightful analytics

Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results

Networks with key contacts outside own area of expertise

Understands how economic and business cycles factors impact business conditions

Portfolio analytics of products and industry verticals

Data skills:

Required:

Data modeling and feature engineering

Previous programing experience - OOP, Stats packages, scripting

Effectively work with large and disparate datasets

Desired:

SQL, Hadoop environment experience (required for senior role)

Experience with financial modeling and the 3 statements a plus

Predictive Modeling skills (senior role)

Must have:

Statistical programming experience in languages such as R/Python

Formal training in inferential statistical analysis

Strong mathematical, statistical, and numerical modeling skills

Desired:

Experience forecasting product demand and revenue

Experience in conducting inferential analysis with spatial and time series data

Experience with A/B testing, advanced Monte Carlo simulation, model validation and selection, building of ensemble models

Advanced analytical skills are a plus:

Ability to employ game theoretic analysis (mechanism design, I/O theory) to solve complex business problems

Ability to leverage Machine and Deep learning modeling to solve complex business problems

Qualifications:

Advanced quantitative degree required (e.g., mathematics, statistics, economics, physics ...)

Early career role: Requires a Bachelor's degree

Partner role: Typically requires a minimum of 5 years of related experience with a Bachelor's degree; or 2 years and a Master's degree; or equivalent experience

Senior role: Typically requires a minimum of 7 years of related experience with a Bachelor's degree; or 4 years and a Master's degree; or a PhD with 2 years of experience; or equivalent experience

Other skills

Strong Microsoft Excel and Power Point skills

Desired (senior role):

Experience working in a fast paced corporate/business environment

Experience communicating complex concepts to executive/senior leadership

Ability to persuade/influence others with concise data/analytical summaries and visuals"|data scientist|3|Cincinnati| OH
Vantiv|"Requisition Number

13000

Location(s)

Cincinnati,Ohio

Position Type

Full-time

Shift

First

Eligible for Relocation

Yes

Job Description

The Company

Worldpay is a global payments leader powering international commerce with deep fintech expertise and a shared passion for our customers. Whether in-store, online, or on a mobile device, we process over 40 billion transactions annually and offer more than 300 payment methods supporting 126 currencies across 146 countries. It's the perfect place for exceptional people to take their careers to the next level.

The Opportunity

Worldpay's growth is one attributed not only to our first-in-class products and services, but also our ability to find new avenues of opportunity. This sense of discovery is thanks to the innovative and visionary work of our Marketing team; a team that leaves no stone unturned in seeking out and exploring new channels for Worldpay. When we are proactive and beating the trends in our marketing strategy, we stay ahead of the competition and assure continued growth and success at Worldpay.

The Data Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" that generate insights to untapped client solutions. He/she will develop and code software programs, algorithms and automated processes to cleanse large datasets into meaningful information for gathering insight. By being able to draw conclusions from large, disparate sources of data, Worldpay can identify and pursue new areas of growth, preempt trends and continue our exponential growth.

A World of Opportunity

We're turbo-charging our industry by nurturing the fintech experts needed to help our customers prosper. We don't try to ride the winds of change. We create them. We're proud to be shaping the future of payments by supporting the growth and development of our colleagues. We provide opportunities to learn and the flexibility needed to get the job done. We strive to hire the best and to create a climate where curiosity is king. So, wherever you join us around the world, we'll empower you to fulfill your potential. If this is the kind of career experience you're looking for, we invite you to apply today.

The Day-to-Day

Responsibilities:

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments.

Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.

Identifies meaningful insights from large data and metadata sources.

Interprets and communicates insights and findings from analysis and experiments to product, service and business managers.

As a seasoned, experienced professional with a full understanding of area of specialization, he/she resolves a wide range of issues in creative ways.

Ability to draw on past experience and current data to influence business partners and provide insightful analytics.

Works on problems of diverse scope where analysis of data requires evaluation of identifiable factors.

Demonstrates good judgment in selecting methods and techniques for obtaining solutions.

Networks with senior internal and external personnel in own area of expertise.

Higher level of data analysis skills and knowledge M & A.

Ability to leverage Excel and other systems to perform complex financial modeling.

Ability to work in cross-functional teams and work more independently.

Ability to perform onsite due diligence of potential acquisition targets.

Qualifications:

Typically requires a minimum of 5 years of related experience with a Bachelor's degree; or 3 years and a Master's degree; or a PhD without experience; or equivalent work experience.

Advanced degree in Finance or relevant experience in M & A and/or corporate finance/competitive analysis.

All the above duties and responsibilities are essential job functions for which reasonable accommodation will be made. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. This position description is not to be construed as an exhaustive statement of duties, responsibilities or requirements. Colleagues may be required to perform any other job-related instructions as requested by their leader, subject to reasonable accommodation."|data scientist|5|Cincinnati| OH
Abercrombie and Fitch Co.|"Job Description

Our Corporate Strategy and Customer Insights (CSCI) team is the hub of harvesting and analyzing data to drive strategic, customer-centric business decisions for our brands. By collaborating with partners across a broad variety of business functions, associates on our CSCI team provide recommendations that allow our teams to push boundaries and stay at the forefront of retail trends.

The Data Scientist on our A&F Corporate Analytics team will focus on statistical modeling, customer segmentation, geo analytics and modeling, advanced customer and product lifecycle analyses, E-commerce, and measurement process support. Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel sales potential by market, develop modeling/segmentation approach for various work streams, incorporate new data types & sources into existing data structures, and develop actionable data products that drive the company’s bottom line. This role would closely partner with our Marketing/Real Estate/Product Management/Operations teams to help support their advanced analytics/reporting and segmentation needs. Bring passion for learning and data-informed decision making that shapes holistic view of our business with consideration for all aspects of the customer experience - from front-end web & store experience through order fulfillment and customer service.

What will you be doing?

Modeling & Segmentation

Build innovative machine learning models and segmentations for personalization initiatives to drive margin, revenue and conversion.

Develop Geo optimization models that drive market opportunity assessment and real estate location selection; decompose omni-channel impact in the marketplace as result of store open/closures.

Build out robust advanced segmentation schemes for our customer and email files.

Develop various predictive models (response, propensity, life-time value, affinity, churn etc.).

Understand and be able to apply advanced modeling techniques such as logistic regression, generalized linear models, decision trees, random forest, cluster analysis, survival analysis, etc.

Identify ""low hanging"" opportunities to increase conversion, save costs, drive revenue.

Incorporate new data sources (social, clickstream, unstructured) & new types of data into segmentation/modeling/analysis.

Analytics Ecosystem

Serve as quantitative SME for broader A&F team.

Help identify cross-channel / cross-platform optimization opportunities for customer, product, market, promotions and price.

Be an evangelist of data-informed decision-making and consistently look out for new ways to leverage data and analytics.

Ensure data accuracy and single source of truth; work with Data Engineers to identify or build new solutions.

What will you need to bring?

Bachelor's Degree in Economics, Business, Operations/Supply Chain, Statistics, Mathematics, Computer Science, Information Systems, or related field and 6+ years of Data/Customer Analytics experience (retail environment is a plus), including:

Customer-level Predictive Models/Segmentation

Geo/Location Analytics

Advanced Analyses (LTV, basket analysis, contact stream optimization, elasticity etc.)

Advanced Reporting; OR

Master’s Degree in Economics, Business, Operations/Supply Chain, Statistics, Mathematics, Computer Science, Information Systems, or related field and 4+ years of Data/Customer Analytics experience (retail environment is a plus), including:

Customer-level Predictive Models/Segmentation

Geo/Location Analytics

Advanced Analyses (LTV, basket analysis, contact stream optimization, elasticity etc.)

Advanced Reporting

Proficiency with SQL, SAS, Python or R.

Familiarity with Geo analytics tools and big data platforms is a plus.

Highly motivated/self-starter with a sense of ownership, willingness to learn, and desire to succeed.

Must perform well in high-pressure situations, balance competing priorities, and demonstrate the ability to work without direct supervision.

Qualifications

null

Additional Information

ABERCROMBIE & FITCH CO. IS AN EQUAL OPPORTUNITY / AFFIRMATIVE ACTION EMPLOYER © ABERCROMBIE & FITCH CO. 2012"|data scientist|5|Columbus| OH
Ohio Health|"We are more than a health system. We are a belief system. We believe wellness and sickness are both part of a lifelong partnership, and that everyone could use an expert guide. We work hard, care deeply and reach further to help people uncover their own power to be healthy. We inspire hope. We learn, grow, and achieve more - in our careers and in our communities.

Job Description Summary:

The Performance Analytics Consultant is responsible for understanding, preparing, processing and analyzing data to generate data-driven insights, through the use of predictive analytic tools and models, that support operational planning and/or decision making needs. They will be responsible for identifying and recommending new uses for existing data as well as articulating a data acquisition strategy that will bring new organizational insights. Serves as subject matter expert and provides guidance to leaders in data interpretation.

Minimum Qualifications:

Field of Study: Statistics Field of Study: Mathematics Field of Study: related field. Years of Experience 3

Work Shift:

Day

Scheduled Weekly Hours :

40

Department

Enterprise Projmgmt Office

Join us!

... if your passion is to work in a caring environment

... if you believe that learning is a life-long process

... if you strive for excellence and want to be among the best in the healthcare industry

Equal Employment Opportunity

OhioHealth is an equal opportunity employer and fully supports and maintains compliance with all state, federal, and local regulations. OhioHealth does not discriminate against associates or applicants because of race, color, genetic information, religion, sex, sexual orientation, gender identity or expression, age, ancestry, national origin, veteran status, military status, pregnancy, disability, marital status, familial status, or other characteristics protected by law. Equal employment is extended to all person in all aspects of the associate-employer relationship including recruitment, hiring, training, promotion, transfer, compensation, discipline, reduction in staff, termination, assignment of benefits, and any other term or condition of employment"|data scientist|5|Dublin| OH
Booz Allen Hamilton|"The Challenge:

Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.

We have an opportunity for you to use your analytical skills to improve Medicare and Medicaid program integrity and life sciences research. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll develop algorithms, write scripts, build predictive analytics, use automation, apply machine learning, and use the right combination of tools and frameworks to turn data into objective answers to help CMS and NIH leadership make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it.

Empower change with us.

Build Your Career:

At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you can expect:



access to online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
a chance to change the world with the Data Science Bowl—the world’s premier data science for social good competition
participation in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government


You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.

You Have:

Experience with machine learning, data mining, statistics, data visualization, or graph algorithms in an academic environment or internship
Experience with using R, Perl, Python, SAS, or SPSS for analysis of data
Ability to obtain a security clearance
Scheduled to obtain a BA or BS degree in Winter 2019 or Spring/Summer 2020

Nice If You Have:

Knowledge of an object-oriented languages, including Java, C++, C#, or Python
Knowledge of Hadoop, MapReduce, or HDFS
Pursuing a BS degree in CS, Computer Engineering, Systems Engineering, or a related field preferred; pursuing an MS degree in CS, Computer Engineering, Systems Engineering, or a related field a plus

Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."|data scientist|5|Dayton| OH
Marathon Petroleum Corporation|"
*Location Name:** Findlay, OH
*Job/Requisition ID:** [[id]]
*Location Address:** 539 S Main St, Findlay, OH, United States (US), 45840
*Education Level:** Master's Desired
*Relevant Experience Level:** Flexible (1-10 Years)
*Employee Group:** Regular - Full Time
*Employee Subgroup:** Salaried Exempt


Data scientists leverage knowledge and experience in data mining, machine learning, applied statistics, operations research, and related quantitative disciplines to develop sophisticated analytics solutions to critical business challenges. This position is responsible for using a combination of statistical knowledge, programming skills, and business acumen to identify, prioritize, and solve high-impact business problems. The successful candidate will be responsible for identifying, cleansing, combining, visualizing, and analyzing data from a variety of sources to obtain actionable business insights. In addition, they must effectively communicate the results to managers, project stakeholders, and engineering teams.



*Responsibilities:**


+ Understand strategic business objectives and work with business partners to economically justify and develop plans to create the necessary business insights.

+ Utilize a combination of business acumen and statistical knowledge to identify, prioritize, and solve high-impact business problems.

+ Translate complicated concepts into relevant business messages. Effectively communicate results to project stakeholders and business teams.

+ Lead and manage analytical projects from conceptual through definition phase.

+ Identify, visualize, and analyze data from a variety of sources to obtain business insights.

+ Share new analytical concepts among peers and leaders.

+ Educate business partners on the use and expected results of advanced analytics.



*Qualifications:**


+ Experience with manipulating and analyzing complex, high-volume, high-dimensional data from varying sources.

+ Fluency in advanced analytics tool such as R and Python.

+ Understanding of Machine Learning techniques and Statistical learning methods

+ Experience with data science projects from data management, model building, evaluation, model improvement and implementation.

+ Strong written, verbal communication, and time management skills.



*Preferred Qualifications:**


+ Master's degree in Computer Science, Computer Engineering, Data Science, Management Information Systems, Mathematics or other comparable majors.

+ Experience solving analytical problems using quantitative approaches.

+ Ability to generate positive business results via analytics and data science techniques.

+ A strong passion for empirical research and answering difficult questions with data.

+ A flexible analytic approach that provides results at varying levels of precision.

+ Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.

+ Familiarity with relational and non-relational databases.

\#LI-DC1

*About Marathon Petroleum Corporation**


Marathon Petroleum Corporation (MPC) is a leading, integrated, downstream energy company headquartered in Findlay, Ohio. The company operates the nation's largest refining system with more than 3 million barrels per day of crude oil capacity across 16 refineries. MPC's marketing system includes branded locations across the United States, including Marathon brand retail outlets. Speedway LLC, an MPC subsidiary, owns and operates retail convenience stores across the United States. MPC also owns the general partner and majority limited partner interests in two midstream companies, MPLX LP and Andeavor Logistics LP, which own and operate gathering, processing, and fractionation assets, as well as crude oil and light product transportation and logistics infrastructure.



*Travel Expected:** Up to 10%


Marathon Petroleum Company LP is an Equal Opportunity Employer and gives consideration for employment to qualified applicants without discrimination on the basis of race, color, religion, creed, sex, gender (including pregnancy, childbirth, breastfeeding or related medical conditions), sexual orientation, gender identity, gender expression, age, mental or physical disability, medical condition or AIDS/HIV status, ancestry, national origin, genetic information, military, veteran status, marital status, citizenship or any other status protected by applicable federal, state, or local laws. If you would like more information about your EEO rights as an applicant, click here .

If you need a reasonable accommodation for any part of the application process at Marathon Petroleum LP, please contact our Human Resources Department at talentacquisition@marathonpetroleum.com. Please specify the reasonable accommodation you are requesting, along with the job posting number in which you may be interested. A Human Resources representative will review your request and contact you to discuss a reasonable accommodation.

Equal Opportunity Employer: Veteran / Disability

Marathon Petroleum Company LP participates in the E-Verify program in some states in which it operates (including AL, AZ, GA, MS, NC, SC, TN, and UT). For more information before proceeding, please see details in English or Spanish . Right to Work Statement English or Spanish ."|data scientist|5|Findlay| OH
